op,phase,batch,vocab,top_k,dtype,splits,blocks,median_us,p05_us,p95_us,mean_us,stdev_us,reps,iters,warmup,round,git_commit
phase2,2,8,151936,20,bfloat16,8,64,4.266,4.260,4.270,4.265,0.005,5,5000,500,6,6ddf1e0-dirty
phase3,3,8,151936,20,bfloat16,8,64,6.204,6.199,6.586,6.345,0.200,5,5000,500,6,6ddf1e0-dirty
phase4,4,8,151936,20,bfloat16,8,64,8.195,8.171,8.211,8.190,0.018,5,5000,500,6,6ddf1e0-dirty
phase5,5,8,151936,20,bfloat16,8,64,10.262,10.256,10.265,10.262,0.004,5,5000,500,6,6ddf1e0-dirty
phase6,6,8,151936,50,bfloat16,8,64,16.380,16.378,16.381,16.380,0.002,5,5000,500,6,6ddf1e0-dirty
phase7,7,8,151936,50,bfloat16,8,64,20.472,20.472,20.474,20.473,0.001,5,5000,500,6,6ddf1e0-dirty
full,7,8,151936,50,bfloat16,8,64,20.223,20.207,20.234,20.222,0.012,5,5000,500,6,6ddf1e0-dirty
noop,0,8,151936,50,bfloat16,8,64,2.532,2.529,2.543,2.535,0.007,5,5000,500,6,6ddf1e0-dirty
phase1,1,8,151936,50,bfloat16,8,64,4.144,4.141,4.153,4.147,0.006,5,5000,500,6,6ddf1e0-dirty
phase2,2,8,151936,50,bfloat16,8,64,4.270,4.243,4.277,4.261,0.016,5,5000,500,6,6ddf1e0-dirty
phase3,3,8,151936,50,bfloat16,8,64,6.608,6.285,6.611,6.528,0.181,5,5000,500,6,6ddf1e0-dirty
phase4,4,8,151936,50,bfloat16,8,64,8.171,8.171,8.184,8.174,0.007,5,5000,500,6,6ddf1e0-dirty
phase5,5,8,151936,50,bfloat16,8,64,10.261,10.258,10.510,10.322,0.140,5,5000,500,6,6ddf1e0-dirty
phase6,6,8,151936,100,bfloat16,8,64,20.490,20.488,20.491,20.490,0.001,5,5000,500,6,6ddf1e0-dirty
phase7,7,8,151936,100,bfloat16,8,64,26.600,26.598,26.605,26.601,0.003,5,4428,442,6,6ddf1e0-dirty
full,7,8,151936,100,bfloat16,8,64,26.027,26.004,26.036,26.023,0.015,5,4574,457,6,6ddf1e0-dirty
noop,0,8,151936,100,bfloat16,8,64,2.553,2.549,2.553,2.552,0.002,5,5000,500,6,6ddf1e0-dirty
phase1,1,8,151936,100,bfloat16,8,64,4.146,4.139,4.157,4.147,0.008,5,5000,500,6,6ddf1e0-dirty
phase2,2,8,151936,100,bfloat16,8,64,4.279,4.264,4.286,4.276,0.011,5,5000,500,6,6ddf1e0-dirty
phase3,3,8,151936,100,bfloat16,8,64,6.616,6.222,6.623,6.463,0.215,5,5000,500,6,6ddf1e0-dirty
phase4,4,8,151936,100,bfloat16,8,64,8.171,8.170,8.180,8.173,0.005,5,5000,500,6,6ddf1e0-dirty
phase5,5,8,151936,100,bfloat16,8,64,12.271,12.270,12.272,12.271,0.001,5,5000,500,6,6ddf1e0-dirty
phase6,6,16,151936,20,bfloat16,8,128,17.685,17.675,17.692,17.684,0.008,5,5000,500,6,6ddf1e0-dirty
phase7,7,16,151936,20,bfloat16,8,128,19.101,19.093,19.120,19.104,0.012,5,5000,500,6,6ddf1e0-dirty
full,7,16,151936,20,bfloat16,8,128,19.111,19.106,19.124,19.114,0.008,5,5000,500,6,6ddf1e0-dirty
noop,0,16,151936,20,bfloat16,8,128,2.535,2.526,2.540,2.535,0.007,5,5000,500,6,6ddf1e0-dirty
phase1,1,16,151936,20,bfloat16,8,128,6.168,6.153,6.174,6.165,0.009,5,5000,500,6,6ddf1e0-dirty
phase2,2,16,151936,20,bfloat16,8,128,6.178,6.169,6.182,6.176,0.006,5,5000,500,6,6ddf1e0-dirty
phase3,3,16,151936,20,bfloat16,8,128,10.224,10.223,10.226,10.225,0.001,5,5000,500,6,6ddf1e0-dirty
phase4,4,16,151936,20,bfloat16,8,128,10.228,10.227,10.247,10.235,0.011,5,5000,500,6,6ddf1e0-dirty
phase5,5,16,151936,20,bfloat16,8,128,14.339,14.331,14.341,14.338,0.004,5,5000,500,6,6ddf1e0-dirty
phase6,6,16,151936,50,bfloat16,8,128,20.459,20.457,20.461,20.459,0.002,5,5000,500,6,6ddf1e0-dirty
phase7,7,16,151936,50,bfloat16,8,128,24.552,24.548,24.554,24.551,0.002,5,4773,477,6,6ddf1e0-dirty
full,7,16,151936,50,bfloat16,8,128,24.537,24.536,24.539,24.537,0.001,5,4799,479,6,6ddf1e0-dirty
noop,0,16,151936,50,bfloat16,8,128,2.509,2.505,2.524,2.513,0.009,5,5000,500,6,6ddf1e0-dirty
phase1,1,16,151936,50,bfloat16,8,128,6.168,6.161,6.172,6.167,0.005,5,5000,500,6,6ddf1e0-dirty
phase2,2,16,151936,50,bfloat16,8,128,6.173,6.166,6.178,6.173,0.005,5,5000,500,6,6ddf1e0-dirty
phase3,3,16,151936,50,bfloat16,8,128,10.226,10.225,10.228,10.227,0.001,5,5000,500,6,6ddf1e0-dirty
phase4,4,16,151936,50,bfloat16,8,128,10.228,10.227,10.240,10.231,0.007,5,5000,500,6,6ddf1e0-dirty
phase5,5,16,151936,50,bfloat16,8,128,14.364,14.353,14.367,14.362,0.007,5,5000,500,6,6ddf1e0-dirty
phase6,6,16,151936,100,bfloat16,8,128,22.545,22.544,22.545,22.544,0.001,5,5000,500,6,6ddf1e0-dirty
phase7,7,16,151936,100,bfloat16,8,128,28.664,28.663,28.666,28.664,0.001,5,4131,413,6,6ddf1e0-dirty
full,7,16,151936,100,bfloat16,8,128,28.490,28.479,28.495,28.489,0.008,5,4150,415,6,6ddf1e0-dirty
noop,0,16,151936,100,bfloat16,8,128,2.528,2.520,2.530,2.526,0.005,5,5000,500,6,6ddf1e0-dirty
phase1,1,16,151936,100,bfloat16,8,128,6.172,6.170,6.176,6.173,0.002,5,5000,500,6,6ddf1e0-dirty
phase2,2,16,151936,100,bfloat16,8,128,6.177,6.174,6.179,6.176,0.003,5,5000,500,6,6ddf1e0-dirty
phase3,3,16,151936,100,bfloat16,8,128,10.226,10.223,10.226,10.225,0.002,5,5000,500,6,6ddf1e0-dirty
phase4,4,16,151936,100,bfloat16,8,128,10.227,10.226,10.247,10.234,0.011,5,5000,500,6,6ddf1e0-dirty
phase5,5,16,151936,100,bfloat16,8,128,15.238,15.105,15.292,15.219,0.085,5,5000,500,6,6ddf1e0-dirty
phase6,6,32,151936,20,bfloat16,4,128,25.521,25.500,25.551,25.522,0.023,5,4683,468,6,6ddf1e0-dirty
phase7,7,32,151936,20,bfloat16,4,128,27.700,27.686,27.710,27.699,0.010,5,4342,434,6,6ddf1e0-dirty
full,7,32,151936,20,bfloat16,4,128,27.235,27.218,27.252,27.234,0.015,5,4359,435,6,6ddf1e0-dirty
noop,0,32,151936,20,bfloat16,4,128,2.542,2.532,2.556,2.542,0.011,5,5000,500,6,6ddf1e0-dirty
phase1,1,32,151936,20,bfloat16,4,128,8.195,8.176,8.266,8.210,0.042,5,5000,500,6,6ddf1e0-dirty
phase2,2,32,151936,20,bfloat16,4,128,8.215,8.208,8.278,8.229,0.036,5,5000,500,6,6ddf1e0-dirty
phase3,3,32,151936,20,bfloat16,4,128,16.387,16.379,16.388,16.385,0.004,5,5000,500,6,6ddf1e0-dirty
phase4,4,32,151936,20,bfloat16,4,128,16.390,16.382,16.392,16.388,0.005,5,5000,500,6,6ddf1e0-dirty
phase5,5,32,151936,20,bfloat16,4,128,24.489,24.477,24.503,24.489,0.011,5,5000,500,6,6ddf1e0-dirty
phase6,6,32,151936,50,bfloat16,4,128,27.566,27.543,27.592,27.568,0.021,5,4389,438,6,6ddf1e0-dirty
phase7,7,32,151936,50,bfloat16,4,128,30.726,30.722,30.729,30.726,0.003,5,3859,385,6,6ddf1e0-dirty
full,7,32,151936,50,bfloat16,4,128,30.725,30.721,30.726,30.724,0.003,5,3837,383,6,6ddf1e0-dirty
noop,0,32,151936,50,bfloat16,4,128,2.549,2.545,2.561,2.551,0.007,5,5000,500,6,6ddf1e0-dirty
phase1,1,32,151936,50,bfloat16,4,128,8.199,8.174,8.214,8.197,0.018,5,5000,500,6,6ddf1e0-dirty
phase2,2,32,151936,50,bfloat16,4,128,8.213,8.211,8.237,8.219,0.014,5,5000,500,6,6ddf1e0-dirty
phase3,3,32,151936,50,bfloat16,4,128,16.388,16.380,16.389,16.386,0.005,5,5000,500,6,6ddf1e0-dirty
phase4,4,32,151936,50,bfloat16,4,128,16.390,16.381,16.406,16.392,0.011,5,5000,500,6,6ddf1e0-dirty
phase5,5,32,151936,50,bfloat16,4,128,24.586,24.573,24.587,24.581,0.007,5,4972,497,6,6ddf1e0-dirty
phase6,6,32,151936,100,bfloat16,4,128,30.532,30.527,30.535,30.531,0.004,5,3940,394,6,6ddf1e0-dirty
phase7,7,32,151936,100,bfloat16,4,128,34.870,34.869,34.872,34.870,0.001,5,3378,337,6,6ddf1e0-dirty
full,7,32,151936,100,bfloat16,4,128,35.091,35.073,35.101,35.089,0.013,5,3368,336,6,6ddf1e0-dirty
noop,0,32,151936,100,bfloat16,4,128,2.532,2.522,2.542,2.531,0.009,5,5000,500,6,6ddf1e0-dirty
phase1,1,32,151936,100,bfloat16,4,128,8.198,8.170,8.251,8.203,0.037,5,5000,500,6,6ddf1e0-dirty
phase2,2,32,151936,100,bfloat16,4,128,8.217,8.216,8.358,8.257,0.073,5,5000,500,6,6ddf1e0-dirty
phase3,3,32,151936,100,bfloat16,4,128,16.389,16.380,16.389,16.387,0.005,5,5000,500,6,6ddf1e0-dirty
phase4,4,32,151936,100,bfloat16,4,128,16.391,16.384,16.393,16.390,0.004,5,5000,500,6,6ddf1e0-dirty
phase5,5,32,151936,100,bfloat16,4,128,24.939,24.789,24.946,24.901,0.082,5,4829,482,6,6ddf1e0-dirty
phase7,7,1,151936,20,bfloat16,8,8,16.377,16.375,16.382,16.378,0.003,5,5000,500,7,6ddf1e0-dirty
full,7,1,151936,20,bfloat16,8,8,16.378,16.376,16.381,16.378,0.002,5,5000,500,7,6ddf1e0-dirty
noop,0,1,151936,20,bfloat16,8,8,2.539,2.534,2.547,2.539,0.006,5,5000,500,7,6ddf1e0-dirty
phase1,1,1,151936,20,bfloat16,8,8,4.141,4.134,4.146,4.140,0.006,5,5000,500,7,6ddf1e0-dirty
phase2,2,1,151936,20,bfloat16,8,8,4.199,4.191,4.210,4.199,0.008,5,5000,500,7,6ddf1e0-dirty
phase3,3,1,151936,20,bfloat16,8,8,6.348,6.310,6.350,6.338,0.021,5,5000,500,7,6ddf1e0-dirty
phase4,4,1,151936,20,bfloat16,8,8,6.601,6.271,6.607,6.509,0.172,5,5000,500,7,6ddf1e0-dirty
phase5,5,1,151936,20,bfloat16,8,8,10.268,10.262,10.269,10.267,0.003,5,5000,500,7,6ddf1e0-dirty
phase6,6,1,151936,20,bfloat16,8,8,14.388,14.387,14.390,14.388,0.001,5,5000,500,7,6ddf1e0-dirty
phase7,7,1,151936,50,bfloat16,8,8,18.455,18.453,18.474,18.459,0.010,5,5000,500,7,6ddf1e0-dirty
full,7,1,151936,50,bfloat16,8,8,18.467,18.462,18.467,18.465,0.003,5,5000,500,7,6ddf1e0-dirty
noop,0,1,151936,50,bfloat16,8,8,2.552,2.543,2.556,2.550,0.006,5,5000,500,7,6ddf1e0-dirty
phase1,1,1,151936,50,bfloat16,8,8,4.144,4.136,4.151,4.143,0.007,5,5000,500,7,6ddf1e0-dirty
phase2,2,1,151936,50,bfloat16,8,8,4.206,4.194,4.211,4.204,0.008,5,5000,500,7,6ddf1e0-dirty
phase3,3,1,151936,50,bfloat16,8,8,6.335,6.214,6.337,6.305,0.068,5,5000,500,7,6ddf1e0-dirty
phase4,4,1,151936,50,bfloat16,8,8,6.603,6.210,6.608,6.448,0.215,5,5000,500,7,6ddf1e0-dirty
phase5,5,1,151936,50,bfloat16,8,8,10.277,10.270,10.280,10.276,0.004,5,5000,500,7,6ddf1e0-dirty
phase6,6,1,151936,50,bfloat16,8,8,16.377,16.375,16.377,16.376,0.001,5,5000,500,7,6ddf1e0-dirty
phase7,7,1,151936,100,bfloat16,8,8,22.512,22.511,22.512,22.512,0.001,5,5000,500,7,6ddf1e0-dirty
full,7,1,151936,100,bfloat16,8,8,22.521,22.520,22.521,22.520,0.001,5,5000,500,7,6ddf1e0-dirty
noop,0,1,151936,100,bfloat16,8,8,2.547,2.543,2.560,2.549,0.008,5,5000,500,7,6ddf1e0-dirty
phase1,1,1,151936,100,bfloat16,8,8,4.147,4.139,4.152,4.145,0.006,5,5000,500,7,6ddf1e0-dirty
phase2,2,1,151936,100,bfloat16,8,8,4.207,4.195,4.211,4.204,0.008,5,5000,500,7,6ddf1e0-dirty
phase3,3,1,151936,100,bfloat16,8,8,6.362,6.187,6.363,6.293,0.095,5,5000,500,7,6ddf1e0-dirty
phase4,4,1,151936,100,bfloat16,8,8,6.597,6.265,6.602,6.505,0.173,5,5000,500,7,6ddf1e0-dirty
phase5,5,1,151936,100,bfloat16,8,8,10.261,10.260,10.671,10.424,0.225,5,5000,500,7,6ddf1e0-dirty
phase6,6,1,151936,100,bfloat16,8,8,18.464,18.459,18.466,18.463,0.003,5,5000,500,7,6ddf1e0-dirty
phase7,7,4,151936,20,bfloat16,8,32,16.375,16.373,16.378,16.375,0.002,5,5000,500,7,6ddf1e0-dirty
full,7,4,151936,20,bfloat16,8,32,16.374,16.371,16.375,16.374,0.002,5,5000,500,7,6ddf1e0-dirty
noop,0,4,151936,20,bfloat16,8,32,2.527,2.525,2.541,2.531,0.008,5,5000,500,7,6ddf1e0-dirty
phase1,1,4,151936,20,bfloat16,8,32,4.143,4.137,4.148,4.143,0.005,5,5000,500,7,6ddf1e0-dirty
phase2,2,4,151936,20,bfloat16,8,32,4.240,4.235,4.247,4.241,0.005,5,5000,500,7,6ddf1e0-dirty
phase3,3,4,151936,20,bfloat16,8,32,6.588,6.524,6.590,6.572,0.036,5,5000,500,7,6ddf1e0-dirty
phase4,4,4,151936,20,bfloat16,8,32,7.820,7.806,7.865,7.828,0.027,5,5000,500,7,6ddf1e0-dirty
phase5,5,4,151936,20,bfloat16,8,32,10.273,10.271,10.276,10.273,0.002,5,5000,500,7,6ddf1e0-dirty
phase6,6,4,151936,20,bfloat16,8,32,14.379,14.377,14.380,14.379,0.001,5,5000,500,7,6ddf1e0-dirty
phase7,7,4,151936,50,bfloat16,8,32,20.465,20.463,20.467,20.465,0.001,5,5000,500,7,6ddf1e0-dirty
full,7,4,151936,50,bfloat16,8,32,20.084,20.076,20.088,20.082,0.005,5,5000,500,7,6ddf1e0-dirty
noop,0,4,151936,50,bfloat16,8,32,2.533,2.529,2.544,2.536,0.007,5,5000,500,7,6ddf1e0-dirty
phase1,1,4,151936,50,bfloat16,8,32,4.140,4.138,4.149,4.142,0.005,5,5000,500,7,6ddf1e0-dirty
phase2,2,4,151936,50,bfloat16,8,32,4.243,4.238,4.246,4.242,0.003,5,5000,500,7,6ddf1e0-dirty
phase3,3,4,151936,50,bfloat16,8,32,6.512,6.195,6.587,6.415,0.202,5,5000,500,7,6ddf1e0-dirty
phase4,4,4,151936,50,bfloat16,8,32,7.931,7.916,7.942,7.930,0.012,5,5000,500,7,6ddf1e0-dirty
phase5,5,4,151936,50,bfloat16,8,32,10.349,10.255,10.357,10.315,0.054,5,5000,500,7,6ddf1e0-dirty
phase6,6,4,151936,50,bfloat16,8,32,16.373,16.372,16.375,16.373,0.002,5,5000,500,7,6ddf1e0-dirty
phase7,7,4,151936,100,bfloat16,8,32,23.589,23.572,23.630,23.598,0.027,5,4811,481,7,6ddf1e0-dirty
full,7,4,151936,100,bfloat16,8,32,24.972,24.929,24.978,24.962,0.023,5,4577,457,7,6ddf1e0-dirty
noop,0,4,151936,100,bfloat16,8,32,2.546,2.538,2.557,2.547,0.008,5,5000,500,7,6ddf1e0-dirty
phase1,1,4,151936,100,bfloat16,8,32,4.142,4.139,4.151,4.144,0.006,5,5000,500,7,6ddf1e0-dirty
phase2,2,4,151936,100,bfloat16,8,32,4.244,4.237,4.264,4.248,0.012,5,5000,500,7,6ddf1e0-dirty
phase3,3,4,151936,100,bfloat16,8,32,6.588,6.526,6.591,6.573,0.034,5,5000,500,7,6ddf1e0-dirty
phase4,4,4,151936,100,bfloat16,8,32,7.933,7.912,7.946,7.932,0.015,5,5000,500,7,6ddf1e0-dirty
phase5,5,4,151936,100,bfloat16,8,32,10.901,10.842,11.096,10.939,0.116,5,5000,500,7,6ddf1e0-dirty
phase6,6,4,151936,100,bfloat16,8,32,19.420,19.407,19.479,19.433,0.034,5,5000,500,7,6ddf1e0-dirty
phase7,7,8,151936,20,bfloat16,8,64,16.373,16.373,16.375,16.374,0.001,5,5000,500,7,6ddf1e0-dirty
full,7,8,151936,20,bfloat16,8,64,16.373,16.373,16.373,16.373,0.000,5,5000,500,7,6ddf1e0-dirty
noop,0,8,151936,20,bfloat16,8,64,2.539,2.535,2.546,2.539,0.005,5,5000,500,7,6ddf1e0-dirty
phase1,1,8,151936,20,bfloat16,8,64,4.143,4.142,4.160,4.149,0.009,5,5000,500,7,6ddf1e0-dirty
phase2,2,8,151936,20,bfloat16,8,64,4.264,4.262,4.271,4.266,0.004,5,5000,500,7,6ddf1e0-dirty
phase3,3,8,151936,20,bfloat16,8,64,6.598,6.540,6.599,6.584,0.032,5,5000,500,7,6ddf1e0-dirty
phase4,4,8,151936,20,bfloat16,8,64,8.173,8.170,8.173,8.172,0.002,5,5000,500,7,6ddf1e0-dirty
phase5,5,8,151936,20,bfloat16,8,64,10.258,10.256,10.380,10.303,0.064,5,5000,500,7,6ddf1e0-dirty
phase6,6,8,151936,20,bfloat16,8,64,14.383,14.381,14.383,14.382,0.001,5,5000,500,7,6ddf1e0-dirty
phase7,7,8,151936,50,bfloat16,8,64,20.478,20.476,20.479,20.478,0.002,5,5000,500,7,6ddf1e0-dirty
full,7,8,151936,50,bfloat16,8,64,20.288,20.283,20.307,20.291,0.011,5,5000,500,7,6ddf1e0-dirty
noop,0,8,151936,50,bfloat16,8,64,2.541,2.532,2.550,2.542,0.008,5,5000,500,7,6ddf1e0-dirty
phase1,1,8,151936,50,bfloat16,8,64,4.143,4.142,4.163,4.150,0.010,5,5000,500,7,6ddf1e0-dirty
phase2,2,8,151936,50,bfloat16,8,64,4.269,4.253,4.277,4.266,0.011,5,5000,500,7,6ddf1e0-dirty
phase3,3,8,151936,50,bfloat16,8,64,6.599,6.283,6.605,6.522,0.177,5,5000,500,7,6ddf1e0-dirty
phase4,4,8,151936,50,bfloat16,8,64,8.172,8.170,8.190,8.178,0.010,5,5000,500,7,6ddf1e0-dirty
phase5,5,8,151936,50,bfloat16,8,64,10.262,10.260,10.557,10.335,0.165,5,5000,500,7,6ddf1e0-dirty
phase6,6,8,151936,50,bfloat16,8,64,16.385,16.383,16.386,16.385,0.001,5,5000,500,7,6ddf1e0-dirty
phase7,7,8,151936,100,bfloat16,8,64,26.609,26.608,26.610,26.609,0.001,5,4397,439,7,6ddf1e0-dirty
full,7,8,151936,100,bfloat16,8,64,26.102,26.098,26.130,26.109,0.015,5,4469,446,7,6ddf1e0-dirty
noop,0,8,151936,100,bfloat16,8,64,2.522,2.511,2.527,2.520,0.007,5,5000,500,7,6ddf1e0-dirty
phase1,1,8,151936,100,bfloat16,8,64,4.147,4.141,4.155,4.148,0.006,5,5000,500,7,6ddf1e0-dirty
phase2,2,8,151936,100,bfloat16,8,64,4.284,4.274,4.294,4.284,0.009,5,5000,500,7,6ddf1e0-dirty
phase3,3,8,151936,100,bfloat16,8,64,6.531,6.216,6.609,6.435,0.202,5,5000,500,7,6ddf1e0-dirty
phase4,4,8,151936,100,bfloat16,8,64,8.173,8.172,8.187,8.176,0.008,5,5000,500,7,6ddf1e0-dirty
phase5,5,8,151936,100,bfloat16,8,64,12.277,12.275,12.279,12.277,0.002,5,5000,500,7,6ddf1e0-dirty
phase6,6,8,151936,100,bfloat16,8,64,20.480,20.478,20.482,20.480,0.002,5,5000,500,7,6ddf1e0-dirty
phase7,7,16,151936,20,bfloat16,8,128,20.112,18.953,20.185,19.840,0.650,5,5000,500,7,6ddf1e0-dirty
full,7,16,151936,20,bfloat16,8,128,20.214,20.199,20.226,20.212,0.012,5,5000,500,7,6ddf1e0-dirty
noop,0,16,151936,20,bfloat16,8,128,2.534,2.524,2.575,2.543,0.024,5,5000,500,7,6ddf1e0-dirty
phase1,1,16,151936,20,bfloat16,8,128,6.168,6.158,6.173,6.167,0.007,5,5000,500,7,6ddf1e0-dirty
phase2,2,16,151936,20,bfloat16,8,128,6.171,6.171,6.179,6.174,0.004,5,5000,500,7,6ddf1e0-dirty
phase3,3,16,151936,20,bfloat16,8,128,10.226,10.225,10.227,10.226,0.001,5,5000,500,7,6ddf1e0-dirty
phase4,4,16,151936,20,bfloat16,8,128,10.246,10.229,10.246,10.241,0.009,5,5000,500,7,6ddf1e0-dirty
phase5,5,16,151936,20,bfloat16,8,128,14.341,14.340,14.342,14.341,0.001,5,5000,500,7,6ddf1e0-dirty
phase6,6,16,151936,20,bfloat16,8,128,18.344,18.324,18.356,18.343,0.015,5,5000,500,7,6ddf1e0-dirty
phase7,7,16,151936,50,bfloat16,8,128,24.565,24.564,24.567,24.565,0.001,5,4810,481,7,6ddf1e0-dirty
full,7,16,151936,50,bfloat16,8,128,24.553,24.549,24.554,24.552,0.002,5,4796,479,7,6ddf1e0-dirty
noop,0,16,151936,50,bfloat16,8,128,2.523,2.514,2.529,2.522,0.006,5,5000,500,7,6ddf1e0-dirty
phase1,1,16,151936,50,bfloat16,8,128,6.169,6.165,6.180,6.171,0.007,5,5000,500,7,6ddf1e0-dirty
phase2,2,16,151936,50,bfloat16,8,128,6.179,6.175,6.181,6.178,0.003,5,5000,500,7,6ddf1e0-dirty
phase3,3,16,151936,50,bfloat16,8,128,10.225,10.223,10.227,10.225,0.002,5,5000,500,7,6ddf1e0-dirty
phase4,4,16,151936,50,bfloat16,8,128,10.246,10.226,10.248,10.239,0.011,5,5000,500,7,6ddf1e0-dirty
phase5,5,16,151936,50,bfloat16,8,128,14.487,14.389,14.495,14.465,0.056,5,5000,500,7,6ddf1e0-dirty
phase6,6,16,151936,50,bfloat16,8,128,20.471,20.470,20.472,20.471,0.001,5,5000,500,7,6ddf1e0-dirty
phase7,7,16,151936,100,bfloat16,8,128,28.666,28.664,28.670,28.667,0.003,5,4135,413,7,6ddf1e0-dirty
full,7,16,151936,100,bfloat16,8,128,28.509,28.502,28.519,28.510,0.007,5,4149,414,7,6ddf1e0-dirty
noop,0,16,151936,100,bfloat16,8,128,2.524,2.521,2.530,2.525,0.004,5,5000,500,7,6ddf1e0-dirty
phase1,1,16,151936,100,bfloat16,8,128,6.170,6.166,6.176,6.172,0.005,5,5000,500,7,6ddf1e0-dirty
phase2,2,16,151936,100,bfloat16,8,128,6.176,6.175,6.180,6.177,0.002,5,5000,500,7,6ddf1e0-dirty
phase3,3,16,151936,100,bfloat16,8,128,10.226,10.225,10.237,10.229,0.006,5,5000,500,7,6ddf1e0-dirty
phase4,4,16,151936,100,bfloat16,8,128,10.246,10.243,10.248,10.246,0.002,5,5000,500,7,6ddf1e0-dirty
phase5,5,16,151936,100,bfloat16,8,128,15.307,15.213,15.329,15.290,0.057,5,5000,500,7,6ddf1e0-dirty
phase6,6,16,151936,100,bfloat16,8,128,22.546,22.545,22.549,22.547,0.002,5,5000,500,7,6ddf1e0-dirty
phase7,7,32,151936,20,bfloat16,4,128,26.717,26.710,26.730,26.719,0.009,5,4373,437,7,6ddf1e0-dirty
full,7,32,151936,20,bfloat16,4,128,26.911,26.897,26.949,26.919,0.024,5,4424,442,7,6ddf1e0-dirty
noop,0,32,151936,20,bfloat16,4,128,2.524,2.517,2.533,2.525,0.007,5,5000,500,7,6ddf1e0-dirty
phase1,1,32,151936,20,bfloat16,4,128,8.198,8.171,8.229,8.197,0.027,5,5000,500,7,6ddf1e0-dirty
phase2,2,32,151936,20,bfloat16,4,128,8.215,8.211,8.231,8.218,0.009,5,5000,500,7,6ddf1e0-dirty
phase3,3,32,151936,20,bfloat16,4,128,16.387,16.380,16.389,16.386,0.004,5,5000,500,7,6ddf1e0-dirty
phase4,4,32,151936,20,bfloat16,4,128,16.389,16.380,16.389,16.387,0.005,5,5000,500,7,6ddf1e0-dirty
phase5,5,32,151936,20,bfloat16,4,128,24.454,24.400,24.463,24.441,0.030,5,5000,500,7,6ddf1e0-dirty
phase6,6,32,151936,20,bfloat16,4,128,25.490,25.472,25.503,25.487,0.014,5,4728,472,7,6ddf1e0-dirty
phase7,7,32,151936,50,bfloat16,4,128,30.725,30.723,30.728,30.725,0.002,5,3875,387,7,6ddf1e0-dirty
full,7,32,151936,50,bfloat16,4,128,30.712,30.710,30.715,30.712,0.002,5,3830,383,7,6ddf1e0-dirty
noop,0,32,151936,50,bfloat16,4,128,2.533,2.531,2.545,2.536,0.007,5,5000,500,7,6ddf1e0-dirty
phase1,1,32,151936,50,bfloat16,4,128,8.203,8.172,8.215,8.196,0.020,5,5000,500,7,6ddf1e0-dirty
phase2,2,32,151936,50,bfloat16,4,128,8.214,8.213,8.215,8.214,0.001,5,5000,500,7,6ddf1e0-dirty
phase3,3,32,151936,50,bfloat16,4,128,16.388,16.380,16.389,16.386,0.005,5,5000,500,7,6ddf1e0-dirty
phase4,4,32,151936,50,bfloat16,4,128,16.390,16.383,16.391,16.388,0.004,5,5000,500,7,6ddf1e0-dirty
phase5,5,32,151936,50,bfloat16,4,128,24.586,24.578,24.589,24.585,0.005,5,5000,500,7,6ddf1e0-dirty
phase6,6,32,151936,50,bfloat16,4,128,27.815,27.771,27.860,27.817,0.039,5,4293,429,7,6ddf1e0-dirty
phase7,7,32,151936,100,bfloat16,4,128,34.829,34.825,34.865,34.837,0.021,5,3408,340,7,6ddf1e0-dirty
full,7,32,151936,100,bfloat16,4,128,34.855,34.847,34.858,34.853,0.005,5,3395,339,7,6ddf1e0-dirty
noop,0,32,151936,100,bfloat16,4,128,2.531,2.526,2.545,2.534,0.009,5,5000,500,7,6ddf1e0-dirty
phase1,1,32,151936,100,bfloat16,4,128,8.210,8.172,8.215,8.198,0.021,5,5000,500,7,6ddf1e0-dirty
phase2,2,32,151936,100,bfloat16,4,128,8.216,8.215,8.358,8.252,0.080,5,5000,500,7,6ddf1e0-dirty
phase3,3,32,151936,100,bfloat16,4,128,16.389,16.387,16.390,16.389,0.001,5,5000,500,7,6ddf1e0-dirty
phase4,4,32,151936,100,bfloat16,4,128,16.395,16.384,16.396,16.392,0.006,5,5000,500,7,6ddf1e0-dirty
phase5,5,32,151936,100,bfloat16,4,128,24.957,24.925,24.976,24.953,0.024,5,4870,487,7,6ddf1e0-dirty
phase6,6,32,151936,100,bfloat16,4,128,30.589,30.559,30.601,30.581,0.019,5,3982,398,7,6ddf1e0-dirty
full,7,1,151936,20,bfloat16,8,8,16.344,16.341,16.351,16.345,0.005,5,5000,500,8,6ddf1e0-dirty
noop,0,1,151936,20,bfloat16,8,8,2.520,2.516,2.531,2.522,0.007,5,5000,500,8,6ddf1e0-dirty
phase1,1,1,151936,20,bfloat16,8,8,4.136,4.133,4.144,4.138,0.005,5,5000,500,8,6ddf1e0-dirty
phase2,2,1,151936,20,bfloat16,8,8,4.210,4.192,4.215,4.205,0.011,5,5000,500,8,6ddf1e0-dirty
phase3,3,1,151936,20,bfloat16,8,8,6.404,6.373,6.411,6.399,0.019,5,5000,500,8,6ddf1e0-dirty
phase4,4,1,151936,20,bfloat16,8,8,6.554,6.246,6.633,6.462,0.199,5,5000,500,8,6ddf1e0-dirty
phase5,5,1,151936,20,bfloat16,8,8,10.242,10.230,10.249,10.240,0.009,5,5000,500,8,6ddf1e0-dirty
