op,phase,batch,vocab,top_k,dtype,splits,blocks,median_us,p05_us,p95_us,mean_us,stdev_us,reps,iters,warmup,round,git_commit
phase4,4,4,151936,20,bfloat16,8,32,7.618,7.490,7.646,7.581,0.074,5,5000,500,3,6ddf1e0-dirty
phase5,5,4,151936,20,bfloat16,8,32,10.272,10.258,10.273,10.268,0.008,5,5000,500,3,6ddf1e0-dirty
phase6,6,4,151936,20,bfloat16,8,32,14.380,14.378,14.384,14.381,0.003,5,5000,500,3,6ddf1e0-dirty
phase7,7,4,151936,20,bfloat16,8,32,16.373,16.373,16.375,16.374,0.001,5,5000,500,3,6ddf1e0-dirty
full,7,4,151936,20,bfloat16,8,32,16.373,16.371,16.377,16.374,0.003,5,5000,500,3,6ddf1e0-dirty
noop,0,4,151936,20,bfloat16,8,32,2.548,2.534,2.550,2.545,0.008,5,5000,500,3,6ddf1e0-dirty
phase1,1,4,151936,20,bfloat16,8,32,4.139,4.135,4.155,4.145,0.010,5,5000,500,3,6ddf1e0-dirty
phase2,2,4,151936,20,bfloat16,8,32,4.251,4.246,4.262,4.252,0.008,5,5000,500,3,6ddf1e0-dirty
phase3,3,4,151936,50,bfloat16,8,32,6.587,6.260,6.590,6.496,0.171,5,5000,500,3,6ddf1e0-dirty
phase4,4,4,151936,50,bfloat16,8,32,7.591,7.478,7.639,7.578,0.075,5,5000,500,3,6ddf1e0-dirty
phase5,5,4,151936,50,bfloat16,8,32,10.376,10.367,10.380,10.374,0.006,5,5000,500,3,6ddf1e0-dirty
phase6,6,4,151936,50,bfloat16,8,32,16.378,16.375,16.380,16.378,0.002,5,5000,500,3,6ddf1e0-dirty
phase7,7,4,151936,50,bfloat16,8,32,18.464,18.463,18.466,18.464,0.001,5,5000,500,3,6ddf1e0-dirty
full,7,4,151936,50,bfloat16,8,32,19.999,19.987,20.010,19.998,0.010,5,5000,500,3,6ddf1e0-dirty
noop,0,4,151936,50,bfloat16,8,32,2.535,2.526,2.540,2.533,0.006,5,5000,500,3,6ddf1e0-dirty
phase1,1,4,151936,50,bfloat16,8,32,4.149,4.141,4.151,4.148,0.005,5,5000,500,3,6ddf1e0-dirty
phase2,2,4,151936,50,bfloat16,8,32,4.241,4.233,4.259,4.244,0.011,5,5000,500,3,6ddf1e0-dirty
phase3,3,4,151936,100,bfloat16,8,32,6.586,6.273,6.592,6.509,0.175,5,5000,500,3,6ddf1e0-dirty
phase4,4,4,151936,100,bfloat16,8,32,7.535,7.522,7.593,7.549,0.033,5,5000,500,3,6ddf1e0-dirty
phase5,5,4,151936,100,bfloat16,8,32,12.268,12.267,12.270,12.268,0.001,5,5000,500,3,6ddf1e0-dirty
phase6,6,4,151936,100,bfloat16,8,32,20.493,20.491,20.494,20.493,0.001,5,5000,500,3,6ddf1e0-dirty
phase7,7,4,151936,100,bfloat16,8,32,24.578,24.575,24.597,24.583,0.011,5,4776,477,3,6ddf1e0-dirty
full,7,4,151936,100,bfloat16,8,32,25.935,25.931,25.957,25.942,0.013,5,4426,442,3,6ddf1e0-dirty
noop,0,4,151936,100,bfloat16,8,32,2.539,2.528,2.541,2.536,0.006,5,5000,500,3,6ddf1e0-dirty
phase1,1,4,151936,100,bfloat16,8,32,4.146,4.136,4.153,4.146,0.008,5,5000,500,3,6ddf1e0-dirty
phase2,2,4,151936,100,bfloat16,8,32,4.241,4.239,4.243,4.242,0.002,5,5000,500,3,6ddf1e0-dirty
phase3,3,8,151936,20,bfloat16,8,64,6.591,6.530,6.594,6.577,0.035,5,5000,500,3,6ddf1e0-dirty
phase4,4,8,151936,20,bfloat16,8,64,8.171,8.169,8.179,8.172,0.005,5,5000,500,3,6ddf1e0-dirty
phase5,5,8,151936,20,bfloat16,8,64,10.338,10.265,10.354,10.318,0.041,5,5000,500,3,6ddf1e0-dirty
phase6,6,8,151936,20,bfloat16,8,64,14.385,14.384,14.389,14.386,0.002,5,5000,500,3,6ddf1e0-dirty
phase7,7,8,151936,20,bfloat16,8,64,16.382,16.380,16.383,16.382,0.001,5,5000,500,3,6ddf1e0-dirty
full,7,8,151936,20,bfloat16,8,64,16.382,16.379,16.386,16.382,0.003,5,5000,500,3,6ddf1e0-dirty
noop,0,8,151936,20,bfloat16,8,64,2.539,2.536,2.545,2.540,0.004,5,5000,500,3,6ddf1e0-dirty
phase1,1,8,151936,20,bfloat16,8,64,4.155,4.146,4.159,4.153,0.006,5,5000,500,3,6ddf1e0-dirty
phase2,2,8,151936,20,bfloat16,8,64,4.260,4.258,4.271,4.262,0.006,5,5000,500,3,6ddf1e0-dirty
phase3,3,8,151936,50,bfloat16,8,64,6.595,6.277,6.599,6.516,0.178,5,5000,500,3,6ddf1e0-dirty
phase4,4,8,151936,50,bfloat16,8,64,8.169,8.166,8.178,8.171,0.005,5,5000,500,3,6ddf1e0-dirty
phase5,5,8,151936,50,bfloat16,8,64,10.261,10.259,10.626,10.397,0.191,5,5000,500,3,6ddf1e0-dirty
phase6,6,8,151936,50,bfloat16,8,64,16.383,16.382,16.389,16.385,0.003,5,5000,500,3,6ddf1e0-dirty
phase7,7,8,151936,50,bfloat16,8,64,20.476,20.475,20.477,20.476,0.001,5,5000,500,3,6ddf1e0-dirty
full,7,8,151936,50,bfloat16,8,64,20.425,20.418,20.432,20.425,0.006,5,5000,500,3,6ddf1e0-dirty
noop,0,8,151936,50,bfloat16,8,64,2.535,2.525,2.542,2.534,0.008,5,5000,500,3,6ddf1e0-dirty
phase1,1,8,151936,50,bfloat16,8,64,4.145,4.141,4.164,4.148,0.011,5,5000,500,3,6ddf1e0-dirty
phase2,2,8,151936,50,bfloat16,8,64,4.257,4.254,4.271,4.261,0.008,5,5000,500,3,6ddf1e0-dirty
phase3,3,8,151936,100,bfloat16,8,64,6.601,6.274,6.607,6.510,0.171,5,5000,500,3,6ddf1e0-dirty
phase4,4,8,151936,100,bfloat16,8,64,8.170,8.169,8.184,8.173,0.008,5,5000,500,3,6ddf1e0-dirty
phase5,5,8,151936,100,bfloat16,8,64,12.268,12.265,12.270,12.268,0.002,5,5000,500,3,6ddf1e0-dirty
phase6,6,8,151936,100,bfloat16,8,64,20.483,20.480,20.485,20.482,0.002,5,5000,500,3,6ddf1e0-dirty
phase7,7,8,151936,100,bfloat16,8,64,26.606,26.604,26.626,26.610,0.012,5,4398,439,3,6ddf1e0-dirty
full,7,8,151936,100,bfloat16,8,64,26.386,26.376,26.391,26.385,0.006,5,4408,440,3,6ddf1e0-dirty
noop,0,8,151936,100,bfloat16,8,64,2.536,2.533,2.547,2.538,0.007,5,5000,500,3,6ddf1e0-dirty
phase1,1,8,151936,100,bfloat16,8,64,4.143,4.140,4.159,4.146,0.009,5,5000,500,3,6ddf1e0-dirty
phase2,2,8,151936,100,bfloat16,8,64,4.276,4.270,4.288,4.278,0.008,5,5000,500,3,6ddf1e0-dirty
phase3,3,16,151936,20,bfloat16,8,128,10.207,10.106,10.224,10.181,0.056,5,5000,500,3,6ddf1e0-dirty
phase4,4,16,151936,20,bfloat16,8,128,10.228,10.225,10.248,10.235,0.011,5,5000,500,3,6ddf1e0-dirty
phase5,5,16,151936,20,bfloat16,8,128,14.339,14.332,14.340,14.337,0.004,5,5000,500,3,6ddf1e0-dirty
phase6,6,16,151936,20,bfloat16,8,128,17.820,17.817,17.836,17.826,0.010,5,5000,500,3,6ddf1e0-dirty
phase7,7,16,151936,20,bfloat16,8,128,19.143,19.120,19.161,19.139,0.019,5,5000,500,3,6ddf1e0-dirty
full,7,16,151936,20,bfloat16,8,128,19.164,19.142,19.197,19.167,0.024,5,5000,500,3,6ddf1e0-dirty
noop,0,16,151936,20,bfloat16,8,128,2.531,2.529,2.543,2.534,0.007,5,5000,500,3,6ddf1e0-dirty
phase1,1,16,151936,20,bfloat16,8,128,6.169,6.161,6.172,6.167,0.005,5,5000,500,3,6ddf1e0-dirty
phase2,2,16,151936,20,bfloat16,8,128,6.171,6.169,6.175,6.172,0.003,5,5000,500,3,6ddf1e0-dirty
phase3,3,16,151936,50,bfloat16,8,128,10.225,10.223,10.226,10.224,0.001,5,5000,500,3,6ddf1e0-dirty
phase4,4,16,151936,50,bfloat16,8,128,10.227,10.227,10.242,10.231,0.008,5,5000,500,3,6ddf1e0-dirty
phase5,5,16,151936,50,bfloat16,8,128,14.362,14.352,14.366,14.360,0.006,5,5000,500,3,6ddf1e0-dirty
phase6,6,16,151936,50,bfloat16,8,128,20.462,20.459,20.463,20.462,0.002,5,5000,500,3,6ddf1e0-dirty
phase7,7,16,151936,50,bfloat16,8,128,24.557,24.557,24.563,24.559,0.003,5,4781,478,3,6ddf1e0-dirty
full,7,16,151936,50,bfloat16,8,128,24.553,24.549,24.557,24.553,0.003,5,4794,479,3,6ddf1e0-dirty
noop,0,16,151936,50,bfloat16,8,128,2.543,2.536,2.566,2.547,0.014,5,5000,500,3,6ddf1e0-dirty
phase1,1,16,151936,50,bfloat16,8,128,6.168,6.159,6.173,6.167,0.006,5,5000,500,3,6ddf1e0-dirty
phase2,2,16,151936,50,bfloat16,8,128,6.175,6.173,6.181,6.177,0.003,5,5000,500,3,6ddf1e0-dirty
phase3,3,16,151936,100,bfloat16,8,128,10.228,10.224,10.259,10.234,0.018,5,5000,500,3,6ddf1e0-dirty
phase4,4,16,151936,100,bfloat16,8,128,10.228,10.226,10.243,10.231,0.008,5,5000,500,3,6ddf1e0-dirty
phase5,5,16,151936,100,bfloat16,8,128,15.121,15.009,15.140,15.098,0.065,5,5000,500,3,6ddf1e0-dirty
phase6,6,16,151936,100,bfloat16,8,128,22.544,22.542,22.545,22.544,0.001,5,5000,500,3,6ddf1e0-dirty
phase7,7,16,151936,100,bfloat16,8,128,28.665,28.664,28.668,28.665,0.002,5,4109,410,3,6ddf1e0-dirty
full,7,16,151936,100,bfloat16,8,128,28.594,28.592,28.601,28.596,0.004,5,4123,412,3,6ddf1e0-dirty
noop,0,16,151936,100,bfloat16,8,128,2.536,2.531,2.552,2.540,0.010,5,5000,500,3,6ddf1e0-dirty
phase1,1,16,151936,100,bfloat16,8,128,6.173,6.159,6.179,6.170,0.009,5,5000,500,3,6ddf1e0-dirty
phase2,2,16,151936,100,bfloat16,8,128,6.176,6.172,6.178,6.176,0.003,5,5000,500,3,6ddf1e0-dirty
phase3,3,32,151936,20,bfloat16,4,128,16.386,16.383,16.387,16.385,0.002,5,5000,500,3,6ddf1e0-dirty
phase4,4,32,151936,20,bfloat16,4,128,16.389,16.380,16.390,16.387,0.005,5,5000,500,3,6ddf1e0-dirty
phase5,5,32,151936,20,bfloat16,4,128,24.328,24.281,24.372,24.326,0.039,5,5000,500,3,6ddf1e0-dirty
phase6,6,32,151936,20,bfloat16,4,128,25.308,25.302,25.326,25.310,0.011,5,4767,476,3,6ddf1e0-dirty
phase7,7,32,151936,20,bfloat16,4,128,26.702,26.696,26.705,26.701,0.004,5,4437,443,3,6ddf1e0-dirty
full,7,32,151936,20,bfloat16,4,128,27.318,27.298,27.340,27.318,0.018,5,4386,438,3,6ddf1e0-dirty
noop,0,32,151936,20,bfloat16,4,128,2.539,2.529,2.553,2.540,0.011,5,5000,500,3,6ddf1e0-dirty
phase1,1,32,151936,20,bfloat16,4,128,8.195,8.174,8.212,8.194,0.017,5,5000,500,3,6ddf1e0-dirty
phase2,2,32,151936,20,bfloat16,4,128,8.214,8.209,8.214,8.213,0.003,5,5000,500,3,6ddf1e0-dirty
phase3,3,32,151936,50,bfloat16,4,128,16.388,16.380,16.404,16.390,0.011,5,5000,500,3,6ddf1e0-dirty
phase4,4,32,151936,50,bfloat16,4,128,16.388,16.380,16.389,16.386,0.005,5,5000,500,3,6ddf1e0-dirty
phase5,5,32,151936,50,bfloat16,4,128,24.580,24.569,24.581,24.577,0.006,5,5000,500,3,6ddf1e0-dirty
phase6,6,32,151936,50,bfloat16,4,128,27.420,27.400,27.434,27.418,0.015,5,4393,439,3,6ddf1e0-dirty
phase7,7,32,151936,50,bfloat16,4,128,30.728,30.726,30.729,30.728,0.002,5,3861,386,3,6ddf1e0-dirty
full,7,32,151936,50,bfloat16,4,128,30.726,30.721,30.728,30.725,0.003,5,3870,387,3,6ddf1e0-dirty
noop,0,32,151936,50,bfloat16,4,128,2.532,2.529,2.536,2.533,0.003,5,5000,500,3,6ddf1e0-dirty
phase1,1,32,151936,50,bfloat16,4,128,8.211,8.182,8.231,8.207,0.021,5,5000,500,3,6ddf1e0-dirty
phase2,2,32,151936,50,bfloat16,4,128,8.238,8.212,8.334,8.260,0.057,5,5000,500,3,6ddf1e0-dirty
phase3,3,32,151936,100,bfloat16,4,128,16.388,16.380,16.390,16.387,0.005,5,5000,500,3,6ddf1e0-dirty
phase4,4,32,151936,100,bfloat16,4,128,16.390,16.381,16.392,16.388,0.005,5,5000,500,3,6ddf1e0-dirty
phase5,5,32,151936,100,bfloat16,4,128,24.913,24.860,24.926,24.899,0.030,5,4847,484,3,6ddf1e0-dirty
phase6,6,32,151936,100,bfloat16,4,128,30.637,30.630,30.646,30.638,0.007,5,3916,391,3,6ddf1e0-dirty
phase7,7,32,151936,100,bfloat16,4,128,34.893,34.889,34.903,34.896,0.007,5,3382,338,3,6ddf1e0-dirty
full,7,32,151936,100,bfloat16,4,128,35.014,35.001,35.025,35.012,0.011,5,3389,338,3,6ddf1e0-dirty
noop,0,32,151936,100,bfloat16,4,128,2.541,2.532,2.546,2.539,0.006,5,5000,500,3,6ddf1e0-dirty
phase1,1,32,151936,100,bfloat16,4,128,8.215,8.184,8.237,8.210,0.024,5,5000,500,3,6ddf1e0-dirty
phase2,2,32,151936,100,bfloat16,4,128,8.217,8.214,8.248,8.224,0.018,5,5000,500,3,6ddf1e0-dirty
phase4,4,1,151936,20,bfloat16,8,8,6.521,6.205,6.608,6.429,0.207,5,5000,500,4,6ddf1e0-dirty
phase5,5,1,151936,20,bfloat16,8,8,10.252,10.241,10.255,10.250,0.007,5,5000,500,4,6ddf1e0-dirty
phase6,6,1,151936,20,bfloat16,8,8,14.356,14.351,14.357,14.355,0.003,5,5000,500,4,6ddf1e0-dirty
phase7,7,1,151936,20,bfloat16,8,8,16.345,16.341,16.347,16.344,0.002,5,5000,500,4,6ddf1e0-dirty
full,7,1,151936,20,bfloat16,8,8,16.346,16.342,16.348,16.345,0.003,5,5000,500,4,6ddf1e0-dirty
noop,0,1,151936,20,bfloat16,8,8,2.527,2.523,2.535,2.529,0.006,5,5000,500,4,6ddf1e0-dirty
phase1,1,1,151936,20,bfloat16,8,8,4.141,4.135,4.144,4.140,0.004,5,5000,500,4,6ddf1e0-dirty
phase2,2,1,151936,20,bfloat16,8,8,4.213,4.196,4.216,4.209,0.009,5,5000,500,4,6ddf1e0-dirty
phase3,3,1,151936,20,bfloat16,8,8,6.342,6.322,6.343,6.337,0.011,5,5000,500,4,6ddf1e0-dirty
phase4,4,1,151936,50,bfloat16,8,8,6.215,6.214,6.607,6.372,0.215,5,5000,500,4,6ddf1e0-dirty
phase5,5,1,151936,50,bfloat16,8,8,10.298,10.255,10.316,10.288,0.030,5,5000,500,4,6ddf1e0-dirty
phase6,6,1,151936,50,bfloat16,8,8,16.371,16.370,16.373,16.371,0.001,5,5000,500,4,6ddf1e0-dirty
phase7,7,1,151936,50,bfloat16,8,8,18.459,18.458,18.462,18.460,0.001,5,5000,500,4,6ddf1e0-dirty
full,7,1,151936,50,bfloat16,8,8,18.932,18.924,18.983,18.946,0.027,5,5000,500,4,6ddf1e0-dirty
noop,0,1,151936,50,bfloat16,8,8,2.535,2.531,2.541,2.536,0.005,5,5000,500,4,6ddf1e0-dirty
phase1,1,1,151936,50,bfloat16,8,8,4.136,4.133,4.141,4.137,0.003,5,5000,500,4,6ddf1e0-dirty
phase2,2,1,151936,50,bfloat16,8,8,4.203,4.193,4.207,4.202,0.006,5,5000,500,4,6ddf1e0-dirty
phase3,3,1,151936,50,bfloat16,8,8,6.318,6.215,6.325,6.294,0.058,5,5000,500,4,6ddf1e0-dirty
phase4,4,1,151936,100,bfloat16,8,8,6.602,6.287,6.609,6.525,0.177,5,5000,500,4,6ddf1e0-dirty
phase5,5,1,151936,100,bfloat16,8,8,10.365,10.359,10.735,10.503,0.195,5,5000,500,4,6ddf1e0-dirty
phase6,6,1,151936,100,bfloat16,8,8,18.507,18.503,18.521,18.511,0.008,5,5000,500,4,6ddf1e0-dirty
phase7,7,1,151936,100,bfloat16,8,8,22.601,22.594,22.606,22.600,0.005,5,5000,500,4,6ddf1e0-dirty
full,7,1,151936,100,bfloat16,8,8,22.951,22.945,22.952,22.950,0.003,5,5000,500,4,6ddf1e0-dirty
noop,0,1,151936,100,bfloat16,8,8,2.532,2.529,2.542,2.535,0.006,5,5000,500,4,6ddf1e0-dirty
phase1,1,1,151936,100,bfloat16,8,8,4.145,4.135,4.147,4.142,0.006,5,5000,500,4,6ddf1e0-dirty
phase2,2,1,151936,100,bfloat16,8,8,4.194,4.185,4.203,4.193,0.008,5,5000,500,4,6ddf1e0-dirty
phase3,3,1,151936,100,bfloat16,8,8,6.306,6.289,6.325,6.306,0.016,5,5000,500,4,6ddf1e0-dirty
phase4,4,4,151936,20,bfloat16,8,32,7.519,7.496,7.623,7.551,0.064,5,5000,500,4,6ddf1e0-dirty
phase5,5,4,151936,20,bfloat16,8,32,10.263,10.259,10.265,10.263,0.003,5,5000,500,4,6ddf1e0-dirty
phase6,6,4,151936,20,bfloat16,8,32,14.374,14.371,14.376,14.374,0.002,5,5000,500,4,6ddf1e0-dirty
phase7,7,4,151936,20,bfloat16,8,32,16.369,16.367,16.373,16.370,0.003,5,5000,500,4,6ddf1e0-dirty
full,7,4,151936,20,bfloat16,8,32,16.370,16.367,16.371,16.369,0.002,5,5000,500,4,6ddf1e0-dirty
noop,0,4,151936,20,bfloat16,8,32,2.531,2.528,2.544,2.534,0.008,5,5000,500,4,6ddf1e0-dirty
phase1,1,4,151936,20,bfloat16,8,32,4.147,4.138,4.151,4.145,0.006,5,5000,500,4,6ddf1e0-dirty
phase2,2,4,151936,20,bfloat16,8,32,4.250,4.246,4.250,4.248,0.002,5,5000,500,4,6ddf1e0-dirty
phase3,3,4,151936,20,bfloat16,8,32,6.583,6.273,6.587,6.507,0.174,5,5000,500,4,6ddf1e0-dirty
phase4,4,4,151936,50,bfloat16,8,32,7.549,7.458,7.588,7.529,0.063,5,5000,500,4,6ddf1e0-dirty
phase5,5,4,151936,50,bfloat16,8,32,10.261,10.259,10.573,10.384,0.170,5,5000,500,4,6ddf1e0-dirty
phase6,6,4,151936,50,bfloat16,8,32,16.385,16.380,16.386,16.384,0.003,5,5000,500,4,6ddf1e0-dirty
phase7,7,4,151936,50,bfloat16,8,32,18.624,18.510,18.842,18.655,0.149,5,5000,500,4,6ddf1e0-dirty
full,7,4,151936,50,bfloat16,8,32,19.684,19.672,19.706,19.686,0.016,5,5000,500,4,6ddf1e0-dirty
noop,0,4,151936,50,bfloat16,8,32,2.528,2.522,2.543,2.530,0.009,5,5000,500,4,6ddf1e0-dirty
phase1,1,4,151936,50,bfloat16,8,32,4.142,4.139,4.143,4.141,0.002,5,5000,500,4,6ddf1e0-dirty
phase2,2,4,151936,50,bfloat16,8,32,4.240,4.233,4.257,4.244,0.012,5,5000,500,4,6ddf1e0-dirty
phase3,3,4,151936,50,bfloat16,8,32,6.588,6.253,6.591,6.493,0.173,5,5000,500,4,6ddf1e0-dirty
phase4,4,4,151936,100,bfloat16,8,32,7.495,7.429,7.598,7.509,0.081,5,5000,500,4,6ddf1e0-dirty
phase5,5,4,151936,100,bfloat16,8,32,12.269,12.269,12.271,12.270,0.001,5,5000,500,4,6ddf1e0-dirty
phase6,6,4,151936,100,bfloat16,8,32,20.493,20.490,20.495,20.493,0.002,5,5000,500,4,6ddf1e0-dirty
phase7,7,4,151936,100,bfloat16,8,32,24.578,24.577,24.579,24.578,0.001,5,4757,475,4,6ddf1e0-dirty
full,7,4,151936,100,bfloat16,8,32,25.440,25.406,25.452,25.435,0.022,5,4530,453,4,6ddf1e0-dirty
noop,0,4,151936,100,bfloat16,8,32,2.537,2.535,2.546,2.539,0.006,5,5000,500,4,6ddf1e0-dirty
phase1,1,4,151936,100,bfloat16,8,32,4.140,4.137,4.146,4.141,0.004,5,5000,500,4,6ddf1e0-dirty
phase2,2,4,151936,100,bfloat16,8,32,4.246,4.244,4.258,4.249,0.007,5,5000,500,4,6ddf1e0-dirty
phase3,3,4,151936,100,bfloat16,8,32,6.589,6.528,6.606,6.578,0.037,5,5000,500,4,6ddf1e0-dirty
phase4,4,8,151936,20,bfloat16,8,64,8.155,8.149,8.157,8.154,0.004,5,5000,500,4,6ddf1e0-dirty
phase5,5,8,151936,20,bfloat16,8,64,10.441,10.283,10.450,10.396,0.082,5,5000,500,4,6ddf1e0-dirty
phase6,6,8,151936,20,bfloat16,8,64,14.382,14.378,14.384,14.381,0.003,5,5000,500,4,6ddf1e0-dirty
phase7,7,8,151936,20,bfloat16,8,64,16.385,16.382,16.387,16.385,0.002,5,5000,500,4,6ddf1e0-dirty
full,7,8,151936,20,bfloat16,8,64,16.386,16.385,16.387,16.386,0.001,5,5000,500,4,6ddf1e0-dirty
noop,0,8,151936,20,bfloat16,8,64,2.541,2.534,2.551,2.542,0.008,5,5000,500,4,6ddf1e0-dirty
phase1,1,8,151936,20,bfloat16,8,64,4.141,4.140,4.144,4.142,0.002,5,5000,500,4,6ddf1e0-dirty
phase2,2,8,151936,20,bfloat16,8,64,4.263,4.256,4.272,4.264,0.007,5,5000,500,4,6ddf1e0-dirty
phase3,3,8,151936,20,bfloat16,8,64,6.594,6.277,6.596,6.515,0.177,5,5000,500,4,6ddf1e0-dirty
phase4,4,8,151936,50,bfloat16,8,64,8.167,8.167,8.182,8.171,0.008,5,5000,500,4,6ddf1e0-dirty
phase5,5,8,151936,50,bfloat16,8,64,11.253,11.242,11.411,11.290,0.089,5,5000,500,4,6ddf1e0-dirty
phase6,6,8,151936,50,bfloat16,8,64,16.971,16.924,17.009,16.968,0.038,5,5000,500,4,6ddf1e0-dirty
phase7,7,8,151936,50,bfloat16,8,64,21.880,21.848,21.885,21.870,0.018,5,5000,500,4,6ddf1e0-dirty
full,7,8,151936,50,bfloat16,8,64,21.556,21.548,21.587,21.564,0.018,5,5000,500,4,6ddf1e0-dirty
noop,0,8,151936,50,bfloat16,8,64,2.539,2.533,2.550,2.541,0.008,5,5000,500,4,6ddf1e0-dirty
phase1,1,8,151936,50,bfloat16,8,64,4.152,4.144,4.165,4.153,0.010,5,5000,500,4,6ddf1e0-dirty
phase2,2,8,151936,50,bfloat16,8,64,4.262,4.256,4.271,4.262,0.007,5,5000,500,4,6ddf1e0-dirty
phase3,3,8,151936,50,bfloat16,8,64,6.596,6.538,6.603,6.583,0.034,5,5000,500,4,6ddf1e0-dirty
phase4,4,8,151936,100,bfloat16,8,64,8.170,8.167,8.173,8.170,0.002,5,5000,500,4,6ddf1e0-dirty
phase5,5,8,151936,100,bfloat16,8,64,11.986,11.972,12.018,11.992,0.021,5,5000,500,4,6ddf1e0-dirty
phase6,6,8,151936,100,bfloat16,8,64,20.464,20.405,20.468,20.450,0.034,5,5000,500,4,6ddf1e0-dirty
phase7,7,8,151936,100,bfloat16,8,64,26.600,26.598,26.603,26.600,0.002,5,4386,438,4,6ddf1e0-dirty
full,7,8,151936,100,bfloat16,8,64,25.758,25.753,25.783,25.764,0.014,5,4557,455,4,6ddf1e0-dirty
noop,0,8,151936,100,bfloat16,8,64,2.539,2.533,2.546,2.539,0.006,5,5000,500,4,6ddf1e0-dirty
phase1,1,8,151936,100,bfloat16,8,64,4.142,4.141,4.153,4.146,0.006,5,5000,500,4,6ddf1e0-dirty
phase2,2,8,151936,100,bfloat16,8,64,4.269,4.257,4.284,4.271,0.012,5,5000,500,4,6ddf1e0-dirty
phase3,3,8,151936,100,bfloat16,8,64,6.598,6.214,6.605,6.447,0.212,5,5000,500,4,6ddf1e0-dirty
phase4,4,16,151936,20,bfloat16,8,128,10.238,10.225,10.247,10.236,0.011,5,5000,500,4,6ddf1e0-dirty
phase5,5,16,151936,20,bfloat16,8,128,14.331,14.330,14.341,14.335,0.006,5,5000,500,4,6ddf1e0-dirty
phase6,6,16,151936,20,bfloat16,8,128,18.382,18.369,18.383,18.379,0.007,5,5000,500,4,6ddf1e0-dirty
phase7,7,16,151936,20,bfloat16,8,128,20.301,20.276,20.336,20.305,0.026,5,5000,500,4,6ddf1e0-dirty
full,7,16,151936,20,bfloat16,8,128,20.302,20.292,20.322,20.305,0.013,5,5000,500,4,6ddf1e0-dirty
noop,0,16,151936,20,bfloat16,8,128,2.543,2.530,2.546,2.540,0.007,5,5000,500,4,6ddf1e0-dirty
phase1,1,16,151936,20,bfloat16,8,128,6.165,6.162,6.180,6.169,0.009,5,5000,500,4,6ddf1e0-dirty
phase2,2,16,151936,20,bfloat16,8,128,6.174,6.171,6.179,6.175,0.004,5,5000,500,4,6ddf1e0-dirty
phase3,3,16,151936,20,bfloat16,8,128,10.225,10.222,10.237,10.227,0.007,5,5000,500,4,6ddf1e0-dirty
phase4,4,16,151936,50,bfloat16,8,128,10.231,10.225,10.245,10.234,0.009,5,5000,500,4,6ddf1e0-dirty
phase5,5,16,151936,50,bfloat16,8,128,14.407,14.400,14.414,14.408,0.006,5,5000,500,4,6ddf1e0-dirty
phase6,6,16,151936,50,bfloat16,8,128,20.466,20.463,20.467,20.466,0.002,5,5000,500,4,6ddf1e0-dirty
phase7,7,16,151936,50,bfloat16,8,128,24.565,24.563,24.566,24.565,0.001,5,4712,471,4,6ddf1e0-dirty
full,7,16,151936,50,bfloat16,8,128,24.563,24.562,24.564,24.563,0.001,5,4784,478,4,6ddf1e0-dirty
noop,0,16,151936,50,bfloat16,8,128,2.542,2.537,2.554,2.544,0.008,5,5000,500,4,6ddf1e0-dirty
phase1,1,16,151936,50,bfloat16,8,128,6.171,6.162,6.177,6.170,0.007,5,5000,500,4,6ddf1e0-dirty
phase2,2,16,151936,50,bfloat16,8,128,6.181,6.169,6.182,6.177,0.007,5,5000,500,4,6ddf1e0-dirty
phase3,3,16,151936,50,bfloat16,8,128,10.226,10.223,10.238,10.228,0.008,5,5000,500,4,6ddf1e0-dirty
phase4,4,16,151936,100,bfloat16,8,128,10.229,10.225,10.242,10.231,0.008,5,5000,500,4,6ddf1e0-dirty
phase5,5,16,151936,100,bfloat16,8,128,15.150,14.982,15.179,15.112,0.096,5,5000,500,4,6ddf1e0-dirty
phase6,6,16,151936,100,bfloat16,8,128,22.544,22.543,22.561,22.548,0.009,5,5000,500,4,6ddf1e0-dirty
phase7,7,16,151936,100,bfloat16,8,128,28.665,28.664,28.671,28.666,0.003,5,4105,410,4,6ddf1e0-dirty
full,7,16,151936,100,bfloat16,8,128,28.643,28.641,28.648,28.644,0.003,5,4152,415,4,6ddf1e0-dirty
noop,0,16,151936,100,bfloat16,8,128,2.519,2.513,2.522,2.517,0.004,5,5000,500,4,6ddf1e0-dirty
phase1,1,16,151936,100,bfloat16,8,128,6.169,6.163,6.172,6.168,0.004,5,5000,500,4,6ddf1e0-dirty
phase2,2,16,151936,100,bfloat16,8,128,6.176,6.175,6.180,6.177,0.002,5,5000,500,4,6ddf1e0-dirty
phase3,3,16,151936,100,bfloat16,8,128,10.227,10.223,10.228,10.226,0.002,5,5000,500,4,6ddf1e0-dirty
phase4,4,32,151936,20,bfloat16,4,128,16.390,16.388,16.391,16.390,0.002,5,5000,500,4,6ddf1e0-dirty
phase5,5,32,151936,20,bfloat16,4,128,24.541,24.529,24.543,24.538,0.007,5,5000,500,4,6ddf1e0-dirty
phase6,6,32,151936,20,bfloat16,4,128,25.768,25.756,25.770,25.764,0.007,5,4723,472,4,6ddf1e0-dirty
