op,phase,batch,vocab,top_k,dtype,splits,blocks,median_us,p05_us,p95_us,mean_us,stdev_us,reps,iters,warmup,round,git_commit
phase1,1,4,151936,20,bfloat16,8,32,4.143,4.130,4.148,4.141,0.008,5,5000,500,5,df3e3c0
phase2,2,4,151936,20,bfloat16,8,32,4.235,4.221,4.253,4.236,0.015,5,5000,500,5,df3e3c0
phase3,3,4,151936,20,bfloat16,8,32,6.589,6.531,6.591,6.575,0.033,5,5000,500,5,df3e3c0
phase4,4,4,151936,20,bfloat16,8,32,8.002,7.994,8.035,8.011,0.020,5,5000,500,5,df3e3c0
phase5,5,4,151936,50,bfloat16,8,32,10.500,10.258,10.519,10.409,0.139,5,5000,500,5,df3e3c0
phase6,6,4,151936,50,bfloat16,8,32,18.417,18.415,18.418,18.417,0.002,5,5000,500,5,df3e3c0
phase7,7,4,151936,50,bfloat16,8,32,22.511,22.511,22.512,22.511,0.001,5,5000,500,5,df3e3c0
full,7,4,151936,50,bfloat16,8,32,22.538,22.534,22.540,22.538,0.003,5,5000,500,5,df3e3c0
noop,0,4,151936,50,bfloat16,8,32,2.514,2.509,2.529,2.518,0.009,5,5000,500,5,df3e3c0
phase1,1,4,151936,50,bfloat16,8,32,4.136,4.133,4.142,4.137,0.004,5,5000,500,5,df3e3c0
phase2,2,4,151936,50,bfloat16,8,32,4.242,4.230,4.247,4.238,0.008,5,5000,500,5,df3e3c0
phase3,3,4,151936,50,bfloat16,8,32,6.587,6.528,6.593,6.574,0.034,5,5000,500,5,df3e3c0
phase4,4,4,151936,50,bfloat16,8,32,7.961,7.928,7.975,7.954,0.021,5,5000,500,5,df3e3c0
phase5,5,4,151936,100,bfloat16,8,32,12.286,12.282,12.287,12.285,0.002,5,5000,500,5,df3e3c0
phase6,6,4,151936,100,bfloat16,8,32,24.556,24.555,24.575,24.561,0.010,5,4818,481,5,df3e3c0
phase7,7,4,151936,100,bfloat16,8,32,30.704,30.703,30.705,30.704,0.001,5,3847,384,5,df3e3c0
full,7,4,151936,100,bfloat16,8,32,30.748,30.744,30.755,30.749,0.005,5,3829,382,5,df3e3c0
noop,0,4,151936,100,bfloat16,8,32,2.523,2.512,2.538,2.523,0.011,5,5000,500,5,df3e3c0
phase1,1,4,151936,100,bfloat16,8,32,4.143,4.137,4.150,4.144,0.006,5,5000,500,5,df3e3c0
phase2,2,4,151936,100,bfloat16,8,32,4.232,4.221,4.243,4.231,0.010,5,5000,500,5,df3e3c0
phase3,3,4,151936,100,bfloat16,8,32,6.584,6.527,6.591,6.572,0.033,5,5000,500,5,df3e3c0
phase4,4,4,151936,100,bfloat16,8,32,8.023,7.997,8.046,8.025,0.023,5,5000,500,5,df3e3c0
phase5,5,8,151936,20,bfloat16,8,64,10.258,10.250,10.265,10.257,0.007,5,5000,500,5,df3e3c0
phase6,6,8,151936,20,bfloat16,8,64,16.408,16.403,16.409,16.407,0.003,5,5000,500,5,df3e3c0
phase7,7,8,151936,20,bfloat16,8,64,20.485,20.484,20.487,20.485,0.002,5,5000,500,5,df3e3c0
full,7,8,151936,20,bfloat16,8,64,20.485,20.483,20.487,20.485,0.002,5,5000,500,5,df3e3c0
noop,0,8,151936,20,bfloat16,8,64,2.529,2.520,2.534,2.528,0.007,5,5000,500,5,df3e3c0
phase1,1,8,151936,20,bfloat16,8,64,4.143,4.136,4.149,4.144,0.006,5,5000,500,5,df3e3c0
phase2,2,8,151936,20,bfloat16,8,64,4.258,4.249,4.263,4.257,0.006,5,5000,500,5,df3e3c0
phase3,3,8,151936,20,bfloat16,8,64,6.594,6.534,6.595,6.579,0.033,5,5000,500,5,df3e3c0
phase4,4,8,151936,20,bfloat16,8,64,8.176,8.170,8.184,8.177,0.006,5,5000,500,5,df3e3c0
phase5,5,8,151936,50,bfloat16,8,64,10.646,10.325,10.651,10.557,0.168,5,5000,500,5,df3e3c0
phase6,6,8,151936,50,bfloat16,8,64,18.418,18.417,18.419,18.418,0.001,5,5000,500,5,df3e3c0
phase7,7,8,151936,50,bfloat16,8,64,22.555,22.554,22.560,22.556,0.003,5,5000,500,5,df3e3c0
full,7,8,151936,50,bfloat16,8,64,22.556,22.553,22.558,22.556,0.002,5,4990,499,5,df3e3c0
noop,0,8,151936,50,bfloat16,8,64,2.515,2.510,2.530,2.519,0.010,5,5000,500,5,df3e3c0
phase1,1,8,151936,50,bfloat16,8,64,4.148,4.138,4.150,4.145,0.006,5,5000,500,5,df3e3c0
phase2,2,8,151936,50,bfloat16,8,64,4.258,4.253,4.263,4.258,0.004,5,5000,500,5,df3e3c0
phase3,3,8,151936,50,bfloat16,8,64,6.595,6.540,6.598,6.582,0.031,5,5000,500,5,df3e3c0
phase4,4,8,151936,50,bfloat16,8,64,8.179,8.169,8.181,8.176,0.006,5,5000,500,5,df3e3c0
phase5,5,8,151936,100,bfloat16,8,64,12.274,12.269,12.293,12.277,0.012,5,5000,500,5,df3e3c0
phase6,6,8,151936,100,bfloat16,8,64,24.550,24.548,24.550,24.549,0.001,5,4861,486,5,df3e3c0
phase7,7,8,151936,100,bfloat16,8,64,30.730,30.728,30.732,30.730,0.002,5,3802,380,5,df3e3c0
full,7,8,151936,100,bfloat16,8,64,30.824,30.819,30.827,30.823,0.004,5,3829,382,5,df3e3c0
noop,0,8,151936,100,bfloat16,8,64,2.525,2.518,2.539,2.526,0.009,5,5000,500,5,df3e3c0
phase1,1,8,151936,100,bfloat16,8,64,4.142,4.136,4.145,4.141,0.004,5,5000,500,5,df3e3c0
phase2,2,8,151936,100,bfloat16,8,64,4.243,4.240,4.260,4.247,0.009,5,5000,500,5,df3e3c0
phase3,3,8,151936,100,bfloat16,8,64,6.595,6.265,6.599,6.502,0.171,5,5000,500,5,df3e3c0
phase4,4,8,151936,100,bfloat16,8,64,8.173,8.167,8.182,8.174,0.007,5,5000,500,5,df3e3c0
phase5,5,16,151936,20,bfloat16,8,128,14.339,14.338,14.342,14.340,0.002,5,5000,500,5,df3e3c0
phase6,6,16,151936,20,bfloat16,8,128,20.139,20.135,20.150,20.142,0.007,5,5000,500,5,df3e3c0
phase7,7,16,151936,20,bfloat16,8,128,23.390,23.389,23.408,23.395,0.009,5,5000,500,5,df3e3c0
full,7,16,151936,20,bfloat16,8,128,23.385,23.374,23.416,23.392,0.019,5,5000,500,5,df3e3c0
noop,0,16,151936,20,bfloat16,8,128,2.505,2.500,2.518,2.508,0.009,5,5000,500,5,df3e3c0
phase1,1,16,151936,20,bfloat16,8,128,6.164,6.160,6.169,6.164,0.004,5,5000,500,5,df3e3c0
phase2,2,16,151936,20,bfloat16,8,128,6.173,6.168,6.182,6.175,0.006,5,5000,500,5,df3e3c0
phase3,3,16,151936,20,bfloat16,8,128,10.229,10.225,10.237,10.231,0.006,5,5000,500,5,df3e3c0
phase4,4,16,151936,20,bfloat16,8,128,10.238,10.227,10.248,10.236,0.009,5,5000,500,5,df3e3c0
phase5,5,16,151936,50,bfloat16,8,128,14.492,14.479,14.509,14.495,0.013,5,5000,500,5,df3e3c0
phase6,6,16,151936,50,bfloat16,8,128,22.524,22.522,22.526,22.524,0.002,5,5000,500,5,df3e3c0
phase7,7,16,151936,50,bfloat16,8,128,26.612,26.612,26.634,26.618,0.011,5,4476,447,5,df3e3c0
full,7,16,151936,50,bfloat16,8,128,26.618,26.616,26.619,26.618,0.001,5,4427,442,5,df3e3c0
noop,0,16,151936,50,bfloat16,8,128,2.520,2.512,2.532,2.522,0.009,5,5000,500,5,df3e3c0
phase1,1,16,151936,50,bfloat16,8,128,6.168,6.166,6.172,6.169,0.003,5,5000,500,5,df3e3c0
phase2,2,16,151936,50,bfloat16,8,128,6.168,6.167,6.179,6.172,0.007,5,5000,500,5,df3e3c0
phase3,3,16,151936,50,bfloat16,8,128,10.226,10.225,10.236,10.229,0.005,5,5000,500,5,df3e3c0
phase4,4,16,151936,50,bfloat16,8,128,10.237,10.228,10.246,10.237,0.009,5,5000,500,5,df3e3c0
phase5,5,16,151936,100,bfloat16,8,128,15.450,15.394,15.472,15.444,0.037,5,5000,500,5,df3e3c0
phase6,6,16,151936,100,bfloat16,8,128,26.621,26.619,26.626,26.622,0.003,5,4456,445,5,df3e3c0
phase7,7,16,151936,100,bfloat16,8,128,33.023,33.005,33.049,33.024,0.019,5,3596,359,5,df3e3c0
full,7,16,151936,100,bfloat16,8,128,32.956,32.952,32.961,32.956,0.004,5,3591,359,5,df3e3c0
noop,0,16,151936,100,bfloat16,8,128,2.517,2.509,2.524,2.517,0.007,5,5000,500,5,df3e3c0
phase1,1,16,151936,100,bfloat16,8,128,6.172,6.170,6.175,6.172,0.002,5,5000,500,5,df3e3c0
phase2,2,16,151936,100,bfloat16,8,128,6.175,6.171,6.177,6.174,0.002,5,5000,500,5,df3e3c0
phase3,3,16,151936,100,bfloat16,8,128,10.227,10.224,10.228,10.226,0.002,5,5000,500,5,df3e3c0
phase4,4,16,151936,100,bfloat16,8,128,10.236,10.229,10.244,10.236,0.007,5,5000,500,5,df3e3c0
phase5,5,32,151936,20,bfloat16,4,128,24.540,24.529,24.541,24.538,0.006,5,5000,500,5,df3e3c0
phase6,6,32,151936,20,bfloat16,4,128,28.670,28.668,28.672,28.670,0.002,5,4130,413,5,df3e3c0
phase7,7,32,151936,20,bfloat16,4,128,30.720,30.720,30.724,30.721,0.002,5,3867,386,5,df3e3c0
full,7,32,151936,20,bfloat16,4,128,30.722,30.719,30.763,30.732,0.023,5,3859,385,5,df3e3c0
noop,0,32,151936,20,bfloat16,4,128,2.526,2.513,2.534,2.525,0.009,5,5000,500,5,df3e3c0
phase1,1,32,151936,20,bfloat16,4,128,8.213,8.171,8.305,8.227,0.062,5,5000,500,5,df3e3c0
phase2,2,32,151936,20,bfloat16,4,128,8.373,8.210,8.387,8.313,0.093,5,5000,500,5,df3e3c0
phase3,3,32,151936,20,bfloat16,4,128,16.385,16.379,16.389,16.385,0.005,5,5000,500,5,df3e3c0
phase4,4,32,151936,20,bfloat16,4,128,16.391,16.382,16.392,16.389,0.005,5,5000,500,5,df3e3c0
phase5,5,32,151936,50,bfloat16,4,128,24.593,24.578,24.593,24.588,0.007,5,4925,492,5,df3e3c0
phase6,6,32,151936,50,bfloat16,4,128,29.818,29.804,29.841,29.822,0.017,5,4129,412,5,df3e3c0
phase7,7,32,151936,50,bfloat16,4,128,34.812,34.810,34.813,34.811,0.001,5,3410,341,5,df3e3c0
full,7,32,151936,50,bfloat16,4,128,34.802,34.800,34.805,34.802,0.002,5,3406,340,5,df3e3c0
noop,0,32,151936,50,bfloat16,4,128,2.517,2.512,2.528,2.519,0.007,5,5000,500,5,df3e3c0
phase1,1,32,151936,50,bfloat16,4,128,8.198,8.170,8.319,8.229,0.071,5,5000,500,5,df3e3c0
phase2,2,32,151936,50,bfloat16,4,128,8.403,8.235,8.411,8.354,0.086,5,5000,500,5,df3e3c0
phase3,3,32,151936,50,bfloat16,4,128,16.388,16.381,16.388,16.386,0.004,5,5000,500,5,df3e3c0
phase4,4,32,151936,50,bfloat16,4,128,16.394,16.387,16.400,16.393,0.006,5,5000,500,5,df3e3c0
phase5,5,32,151936,100,bfloat16,4,128,25.171,25.133,25.177,25.162,0.021,5,4828,482,5,df3e3c0
phase6,6,32,151936,100,bfloat16,4,128,32.543,32.526,32.550,32.542,0.011,5,3768,376,5,df3e3c0
phase7,7,32,151936,100,bfloat16,4,128,38.895,38.892,38.924,38.901,0.017,5,3068,306,5,df3e3c0
full,7,32,151936,100,bfloat16,4,128,38.490,38.469,38.496,38.486,0.012,5,3082,308,5,df3e3c0
noop,0,32,151936,100,bfloat16,4,128,2.535,2.526,2.540,2.533,0.006,5,5000,500,5,df3e3c0
phase1,1,32,151936,100,bfloat16,4,128,8.198,8.173,8.350,8.239,0.085,5,5000,500,5,df3e3c0
phase2,2,32,151936,100,bfloat16,4,128,8.281,8.222,8.447,8.323,0.109,5,5000,500,5,df3e3c0
phase3,3,32,151936,100,bfloat16,4,128,16.388,16.382,16.390,16.387,0.004,5,5000,500,5,df3e3c0
phase4,4,32,151936,100,bfloat16,4,128,16.401,16.392,16.414,16.403,0.009,5,5000,500,5,df3e3c0
phase6,6,1,151936,20,bfloat16,8,8,16.390,16.388,16.393,16.390,0.002,5,5000,500,6,df3e3c0
phase7,7,1,151936,20,bfloat16,8,8,20.474,20.472,20.476,20.474,0.002,5,5000,500,6,df3e3c0
full,7,1,151936,20,bfloat16,8,8,20.474,20.474,20.476,20.474,0.001,5,5000,500,6,df3e3c0
noop,0,1,151936,20,bfloat16,8,8,2.515,2.506,2.522,2.514,0.007,5,5000,500,6,df3e3c0
phase1,1,1,151936,20,bfloat16,8,8,4.127,4.108,4.135,4.123,0.012,5,5000,500,6,df3e3c0
phase2,2,1,151936,20,bfloat16,8,8,4.200,4.192,4.207,4.200,0.007,5,5000,500,6,df3e3c0
phase3,3,1,151936,20,bfloat16,8,8,6.489,6.439,6.497,6.478,0.028,5,5000,500,6,df3e3c0
phase4,4,1,151936,20,bfloat16,8,8,6.236,6.234,6.627,6.392,0.214,5,5000,500,6,df3e3c0
phase5,5,1,151936,20,bfloat16,8,8,10.245,10.237,10.254,10.245,0.008,5,5000,500,6,df3e3c0
phase6,6,1,151936,50,bfloat16,8,8,18.418,18.416,18.421,18.419,0.002,5,5000,500,6,df3e3c0
phase7,7,1,151936,50,bfloat16,8,8,22.511,22.509,22.512,22.511,0.001,5,5000,500,6,df3e3c0
full,7,1,151936,50,bfloat16,8,8,22.515,22.512,22.516,22.514,0.002,5,5000,500,6,df3e3c0
noop,0,1,151936,50,bfloat16,8,8,2.516,2.502,2.521,2.513,0.009,5,5000,500,6,df3e3c0
phase1,1,1,151936,50,bfloat16,8,8,4.134,4.129,4.139,4.134,0.005,5,5000,500,6,df3e3c0
phase2,2,1,151936,50,bfloat16,8,8,4.188,4.172,4.195,4.185,0.010,5,5000,500,6,df3e3c0
phase3,3,1,151936,50,bfloat16,8,8,6.514,6.469,6.522,6.504,0.026,5,5000,500,6,df3e3c0
phase4,4,1,151936,50,bfloat16,8,8,6.662,6.606,6.667,6.650,0.033,5,5000,500,6,df3e3c0
phase5,5,1,151936,50,bfloat16,8,8,10.589,10.257,10.663,10.486,0.210,5,5000,500,6,df3e3c0
phase6,6,1,151936,100,bfloat16,8,8,24.542,24.542,24.566,24.548,0.013,5,4859,485,6,df3e3c0
phase7,7,1,151936,100,bfloat16,8,8,28.673,28.671,28.676,28.673,0.002,5,4085,408,6,df3e3c0
full,7,1,151936,100,bfloat16,8,8,29.239,29.230,29.257,29.242,0.013,5,3975,397,6,df3e3c0
noop,0,1,151936,100,bfloat16,8,8,2.523,2.518,2.531,2.524,0.006,5,5000,500,6,df3e3c0
phase1,1,1,151936,100,bfloat16,8,8,4.137,4.097,4.146,4.128,0.023,5,5000,500,6,df3e3c0
phase2,2,1,151936,100,bfloat16,8,8,4.195,4.181,4.208,4.195,0.012,5,5000,500,6,df3e3c0
phase3,3,1,151936,100,bfloat16,8,8,6.503,6.451,6.510,6.492,0.030,5,5000,500,6,df3e3c0
phase4,4,1,151936,100,bfloat16,8,8,6.222,6.214,6.609,6.363,0.202,5,5000,500,6,df3e3c0
phase5,5,1,151936,100,bfloat16,8,8,12.269,12.262,12.274,12.269,0.005,5,5000,500,6,df3e3c0
phase6,6,4,151936,20,bfloat16,8,32,16.409,16.408,16.411,16.409,0.001,5,5000,500,6,df3e3c0
phase7,7,4,151936,20,bfloat16,8,32,18.624,18.556,18.837,18.678,0.136,5,5000,500,6,df3e3c0
full,7,4,151936,20,bfloat16,8,32,19.774,19.724,19.781,19.762,0.028,5,5000,500,6,df3e3c0
noop,0,4,151936,20,bfloat16,8,32,2.526,2.515,2.531,2.524,0.007,5,5000,500,6,df3e3c0
phase1,1,4,151936,20,bfloat16,8,32,4.137,4.132,4.139,4.136,0.003,5,5000,500,6,df3e3c0
phase2,2,4,151936,20,bfloat16,8,32,4.237,4.226,4.248,4.236,0.010,5,5000,500,6,df3e3c0
phase3,3,4,151936,20,bfloat16,8,32,6.589,6.530,6.590,6.574,0.032,5,5000,500,6,df3e3c0
phase4,4,4,151936,20,bfloat16,8,32,7.777,7.763,7.833,7.792,0.034,5,5000,500,6,df3e3c0
phase5,5,4,151936,20,bfloat16,8,32,10.258,10.254,10.263,10.258,0.004,5,5000,500,6,df3e3c0
phase6,6,4,151936,50,bfloat16,8,32,18.417,18.417,18.418,18.417,0.001,5,5000,500,6,df3e3c0
phase7,7,4,151936,50,bfloat16,8,32,22.511,22.511,22.512,22.511,0.001,5,5000,500,6,df3e3c0
full,7,4,151936,50,bfloat16,8,32,22.513,22.512,22.515,22.513,0.002,5,5000,500,6,df3e3c0
noop,0,4,151936,50,bfloat16,8,32,2.532,2.526,2.539,2.532,0.005,5,5000,500,6,df3e3c0
phase1,1,4,151936,50,bfloat16,8,32,4.136,4.131,4.145,4.137,0.007,5,5000,500,6,df3e3c0
phase2,2,4,151936,50,bfloat16,8,32,4.227,4.214,4.248,4.231,0.015,5,5000,500,6,df3e3c0
phase3,3,4,151936,50,bfloat16,8,32,6.590,6.526,6.592,6.574,0.035,5,5000,500,6,df3e3c0
phase4,4,4,151936,50,bfloat16,8,32,7.727,7.587,7.762,7.701,0.083,5,5000,500,6,df3e3c0
phase5,5,4,151936,50,bfloat16,8,32,10.539,10.313,10.542,10.482,0.125,5,5000,500,6,df3e3c0
phase6,6,4,151936,100,bfloat16,8,32,24.546,24.545,24.550,24.548,0.002,5,4824,482,6,df3e3c0
phase7,7,4,151936,100,bfloat16,8,32,28.676,28.675,28.676,28.676,0.001,5,4081,408,6,df3e3c0
full,7,4,151936,100,bfloat16,8,32,29.269,29.230,29.302,29.268,0.031,5,3898,389,6,df3e3c0
noop,0,4,151936,100,bfloat16,8,32,2.542,2.533,2.546,2.541,0.006,5,5000,500,6,df3e3c0
phase1,1,4,151936,100,bfloat16,8,32,4.141,4.130,4.149,4.140,0.008,5,5000,500,6,df3e3c0
phase2,2,4,151936,100,bfloat16,8,32,4.230,4.228,4.257,4.237,0.014,5,5000,500,6,df3e3c0
phase3,3,4,151936,100,bfloat16,8,32,6.587,6.526,6.589,6.572,0.034,5,5000,500,6,df3e3c0
phase4,4,4,151936,100,bfloat16,8,32,7.725,7.721,7.789,7.740,0.036,5,5000,500,6,df3e3c0
phase5,5,4,151936,100,bfloat16,8,32,12.279,12.271,12.280,12.277,0.004,5,5000,500,6,df3e3c0
phase6,6,8,151936,20,bfloat16,8,64,16.407,16.404,16.408,16.406,0.002,5,5000,500,6,df3e3c0
phase7,7,8,151936,20,bfloat16,8,64,20.471,20.470,20.473,20.471,0.001,5,5000,500,6,df3e3c0
full,7,8,151936,20,bfloat16,8,64,20.426,20.422,20.428,20.425,0.003,5,5000,500,6,df3e3c0
noop,0,8,151936,20,bfloat16,8,64,2.523,2.518,2.539,2.526,0.009,5,5000,500,6,df3e3c0
phase1,1,8,151936,20,bfloat16,8,64,4.143,4.139,4.145,4.142,0.003,5,5000,500,6,df3e3c0
phase2,2,8,151936,20,bfloat16,8,64,4.243,4.239,4.275,4.253,0.017,5,5000,500,6,df3e3c0
phase3,3,8,151936,20,bfloat16,8,64,6.592,6.532,6.595,6.578,0.034,5,5000,500,6,df3e3c0
phase4,4,8,151936,20,bfloat16,8,64,8.182,8.171,8.184,8.180,0.006,5,5000,500,6,df3e3c0
phase5,5,8,151936,20,bfloat16,8,64,10.387,10.277,10.392,10.357,0.058,5,5000,500,6,df3e3c0
phase6,6,8,151936,50,bfloat16,8,64,18.418,18.411,18.421,18.416,0.004,5,5000,500,6,df3e3c0
phase7,7,8,151936,50,bfloat16,8,64,22.555,22.555,22.560,22.556,0.003,5,5000,500,6,df3e3c0
full,7,8,151936,50,bfloat16,8,64,22.530,22.523,22.543,22.531,0.009,5,5000,500,6,df3e3c0
noop,0,8,151936,50,bfloat16,8,64,2.524,2.515,2.527,2.521,0.006,5,5000,500,6,df3e3c0
phase1,1,8,151936,50,bfloat16,8,64,4.139,4.137,4.165,4.149,0.015,5,5000,500,6,df3e3c0
phase2,2,8,151936,50,bfloat16,8,64,4.251,4.244,4.259,4.251,0.007,5,5000,500,6,df3e3c0
phase3,3,8,151936,50,bfloat16,8,64,6.591,6.260,6.594,6.498,0.172,5,5000,500,6,df3e3c0
phase4,4,8,151936,50,bfloat16,8,64,8.184,8.172,8.185,8.180,0.007,5,5000,500,6,df3e3c0
phase5,5,8,151936,50,bfloat16,8,64,10.627,10.321,10.633,10.542,0.160,5,5000,500,6,df3e3c0
phase6,6,8,151936,100,bfloat16,8,64,24.553,24.552,24.555,24.553,0.001,5,4816,481,6,df3e3c0
phase7,7,8,151936,100,bfloat16,8,64,30.705,30.704,30.707,30.705,0.002,5,3803,380,6,df3e3c0
full,7,8,151936,100,bfloat16,8,64,30.424,30.409,30.429,30.421,0.009,5,3897,389,6,df3e3c0
noop,0,8,151936,100,bfloat16,8,64,2.525,2.520,2.543,2.529,0.011,5,5000,500,6,df3e3c0
phase1,1,8,151936,100,bfloat16,8,64,4.146,4.140,4.155,4.146,0.007,5,5000,500,6,df3e3c0
phase2,2,8,151936,100,bfloat16,8,64,4.264,4.254,4.269,4.262,0.007,5,5000,500,6,df3e3c0
phase3,3,8,151936,100,bfloat16,8,64,6.633,6.572,6.646,6.623,0.037,5,5000,500,6,df3e3c0
phase4,4,8,151936,100,bfloat16,8,64,8.182,8.180,8.186,8.182,0.003,5,5000,500,6,df3e3c0
phase5,5,8,151936,100,bfloat16,8,64,12.288,12.284,12.289,12.287,0.002,5,5000,500,6,df3e3c0
phase6,6,16,151936,20,bfloat16,8,128,20.250,20.237,20.252,20.247,0.008,5,5000,500,6,df3e3c0
phase7,7,16,151936,20,bfloat16,8,128,23.588,23.581,23.610,23.594,0.014,5,5000,500,6,df3e3c0
full,7,16,151936,20,bfloat16,8,128,23.631,23.613,23.650,23.632,0.016,5,4993,499,6,df3e3c0
noop,0,16,151936,20,bfloat16,8,128,2.531,2.517,2.535,2.529,0.008,5,5000,500,6,df3e3c0
phase1,1,16,151936,20,bfloat16,8,128,6.171,6.169,6.174,6.171,0.002,5,5000,500,6,df3e3c0
phase2,2,16,151936,20,bfloat16,8,128,6.175,6.171,6.175,6.173,0.002,5,5000,500,6,df3e3c0
phase3,3,16,151936,20,bfloat16,8,128,10.228,10.227,10.239,10.232,0.006,5,5000,500,6,df3e3c0
phase4,4,16,151936,20,bfloat16,8,128,10.237,10.228,10.245,10.236,0.008,5,5000,500,6,df3e3c0
phase5,5,16,151936,20,bfloat16,8,128,14.340,14.340,14.342,14.341,0.001,5,5000,500,6,df3e3c0
phase6,6,16,151936,50,bfloat16,8,128,22.530,22.530,22.555,22.537,0.014,5,5000,500,6,df3e3c0
phase7,7,16,151936,50,bfloat16,8,128,26.624,26.623,26.626,26.624,0.001,5,4408,440,6,df3e3c0
full,7,16,151936,50,bfloat16,8,128,26.626,26.623,26.627,26.625,0.002,5,4433,443,6,df3e3c0
noop,0,16,151936,50,bfloat16,8,128,2.532,2.521,2.538,2.531,0.007,5,5000,500,6,df3e3c0
phase1,1,16,151936,50,bfloat16,8,128,6.170,6.168,6.174,6.171,0.003,5,5000,500,6,df3e3c0
phase2,2,16,151936,50,bfloat16,8,128,6.171,6.166,6.175,6.171,0.004,5,5000,500,6,df3e3c0
phase3,3,16,151936,50,bfloat16,8,128,10.227,10.226,10.238,10.231,0.006,5,5000,500,6,df3e3c0
phase4,4,16,151936,50,bfloat16,8,128,10.228,10.226,10.236,10.230,0.005,5,5000,500,6,df3e3c0
phase5,5,16,151936,50,bfloat16,8,128,14.394,14.363,14.397,14.387,0.018,5,5000,500,6,df3e3c0
phase6,6,16,151936,100,bfloat16,8,128,26.620,26.619,26.621,26.620,0.001,5,4456,445,6,df3e3c0
phase7,7,16,151936,100,bfloat16,8,128,32.778,32.777,32.779,32.778,0.001,5,3596,359,6,df3e3c0
full,7,16,151936,100,bfloat16,8,128,32.790,32.783,32.794,32.789,0.005,5,3551,355,6,df3e3c0
noop,0,16,151936,100,bfloat16,8,128,2.533,2.525,2.540,2.532,0.007,5,5000,500,6,df3e3c0
phase1,1,16,151936,100,bfloat16,8,128,6.172,6.165,6.176,6.171,0.004,5,5000,500,6,df3e3c0
phase2,2,16,151936,100,bfloat16,8,128,6.175,6.168,6.181,6.174,0.005,5,5000,500,6,df3e3c0
phase3,3,16,151936,100,bfloat16,8,128,10.235,10.225,10.237,10.232,0.006,5,5000,500,6,df3e3c0
phase4,4,16,151936,100,bfloat16,8,128,10.237,10.229,10.246,10.237,0.007,5,5000,500,6,df3e3c0
phase5,5,16,151936,100,bfloat16,8,128,15.539,15.511,15.565,15.539,0.024,5,5000,500,6,df3e3c0
phase6,6,32,151936,20,bfloat16,4,128,28.669,28.668,28.672,28.670,0.002,5,4112,411,6,df3e3c0
phase7,7,32,151936,20,bfloat16,4,128,30.726,30.725,30.764,30.736,0.021,5,3869,386,6,df3e3c0
full,7,32,151936,20,bfloat16,4,128,30.729,30.724,30.730,30.728,0.003,5,3835,383,6,df3e3c0
noop,0,32,151936,20,bfloat16,4,128,2.532,2.525,2.544,2.534,0.009,5,5000,500,6,df3e3c0
phase1,1,32,151936,20,bfloat16,4,128,8.209,8.171,8.253,8.206,0.037,5,5000,500,6,df3e3c0
phase2,2,32,151936,20,bfloat16,4,128,8.382,8.238,8.406,8.349,0.080,5,5000,500,6,df3e3c0
phase3,3,32,151936,20,bfloat16,4,128,16.386,16.379,16.389,16.385,0.004,5,5000,500,6,df3e3c0
phase4,4,32,151936,20,bfloat16,4,128,16.392,16.384,16.394,16.391,0.005,5,5000,500,6,df3e3c0
phase5,5,32,151936,20,bfloat16,4,128,24.572,24.565,24.575,24.571,0.004,5,5000,500,6,df3e3c0
phase6,6,32,151936,50,bfloat16,4,128,29.840,29.822,29.844,29.837,0.010,5,4110,411,6,df3e3c0
phase7,7,32,151936,50,bfloat16,4,128,34.812,34.811,34.813,34.812,0.001,5,3409,340,6,df3e3c0
full,7,32,151936,50,bfloat16,4,128,34.806,34.805,34.809,34.806,0.002,5,3402,340,6,df3e3c0
noop,0,32,151936,50,bfloat16,4,128,2.525,2.519,2.532,2.525,0.006,5,5000,500,6,df3e3c0
phase1,1,32,151936,50,bfloat16,4,128,8.201,8.171,8.353,8.241,0.086,5,5000,500,6,df3e3c0
phase2,2,32,151936,50,bfloat16,4,128,8.279,8.217,8.440,8.316,0.110,5,5000,500,6,df3e3c0
phase3,3,32,151936,50,bfloat16,4,128,16.387,16.381,16.389,16.386,0.003,5,5000,500,6,df3e3c0
phase4,4,32,151936,50,bfloat16,4,128,16.398,16.388,16.405,16.397,0.007,5,5000,500,6,df3e3c0
phase5,5,32,151936,50,bfloat16,4,128,24.604,24.598,24.609,24.603,0.005,5,4945,494,6,df3e3c0
phase6,6,32,151936,100,bfloat16,4,128,32.225,32.209,32.235,32.222,0.012,5,3787,378,6,df3e3c0
phase7,7,32,151936,100,bfloat16,4,128,38.914,38.911,38.917,38.914,0.003,5,3066,306,6,df3e3c0
full,7,32,151936,100,bfloat16,4,128,38.560,38.548,38.568,38.558,0.009,5,3090,309,6,df3e3c0
noop,0,32,151936,100,bfloat16,4,128,2.526,2.519,2.535,2.527,0.008,5,5000,500,6,df3e3c0
phase1,1,32,151936,100,bfloat16,4,128,8.221,8.169,8.358,8.246,0.088,5,5000,500,6,df3e3c0
phase2,2,32,151936,100,bfloat16,4,128,8.438,8.250,8.454,8.389,0.100,5,5000,500,6,df3e3c0
phase3,3,32,151936,100,bfloat16,4,128,16.387,16.381,16.390,16.386,0.004,5,5000,500,6,df3e3c0
phase4,4,32,151936,100,bfloat16,4,128,16.406,16.393,16.407,16.403,0.007,5,5000,500,6,df3e3c0
