op,phase,batch,vocab,top_k,dtype,splits,blocks,median_us,p05_us,p95_us,mean_us,stdev_us,reps,iters,warmup,round,git_commit
phase5,5,8,151936,50,bfloat16,8,64,10.757,10.464,10.771,10.681,0.157,5,5000,500,3,df3e3c0
phase6,6,8,151936,50,bfloat16,8,64,18.424,18.421,18.424,18.423,0.002,5,5000,500,3,df3e3c0
phase7,7,8,151936,50,bfloat16,8,64,22.572,22.569,22.576,22.572,0.003,5,5000,500,3,df3e3c0
full,7,8,151936,50,bfloat16,8,64,22.569,22.567,22.570,22.569,0.001,5,5000,500,3,df3e3c0
noop,0,8,151936,50,bfloat16,8,64,2.525,2.514,2.533,2.524,0.008,5,5000,500,3,df3e3c0
phase1,1,8,151936,50,bfloat16,8,64,4.142,4.137,4.149,4.143,0.005,5,5000,500,3,df3e3c0
phase2,2,8,151936,50,bfloat16,8,64,4.256,4.240,4.259,4.252,0.009,5,5000,500,3,df3e3c0
phase3,3,8,151936,100,bfloat16,8,64,6.598,6.537,6.599,6.583,0.034,5,5000,500,3,df3e3c0
phase4,4,8,151936,100,bfloat16,8,64,8.181,8.173,8.184,8.180,0.005,5,5000,500,3,df3e3c0
phase5,5,8,151936,100,bfloat16,8,64,12.265,12.257,12.267,12.263,0.005,5,5000,500,3,df3e3c0
phase6,6,8,151936,100,bfloat16,8,64,24.547,24.546,24.548,24.547,0.001,5,4822,482,3,df3e3c0
phase7,7,8,151936,100,bfloat16,8,64,30.732,30.731,30.734,30.732,0.002,5,3828,382,3,df3e3c0
full,7,8,151936,100,bfloat16,8,64,30.923,30.908,30.943,30.923,0.016,5,3782,378,3,df3e3c0
noop,0,8,151936,100,bfloat16,8,64,2.520,2.507,2.529,2.520,0.010,5,5000,500,3,df3e3c0
phase1,1,8,151936,100,bfloat16,8,64,4.147,4.138,4.163,4.148,0.012,5,5000,500,3,df3e3c0
phase2,2,8,151936,100,bfloat16,8,64,4.256,4.250,4.270,4.260,0.009,5,5000,500,3,df3e3c0
phase3,3,16,151936,20,bfloat16,8,128,10.233,10.214,10.236,10.227,0.011,5,5000,500,3,df3e3c0
phase4,4,16,151936,20,bfloat16,8,128,10.227,10.226,10.240,10.232,0.007,5,5000,500,3,df3e3c0
phase5,5,16,151936,20,bfloat16,8,128,14.337,14.331,14.339,14.336,0.004,5,5000,500,3,df3e3c0
phase6,6,16,151936,20,bfloat16,8,128,19.493,19.483,19.500,19.493,0.007,5,5000,500,3,df3e3c0
phase7,7,16,151936,20,bfloat16,8,128,22.942,22.924,22.952,22.940,0.012,5,5000,500,3,df3e3c0
full,7,16,151936,20,bfloat16,8,128,22.940,22.929,22.979,22.949,0.023,5,5000,500,3,df3e3c0
noop,0,16,151936,20,bfloat16,8,128,2.523,2.515,2.535,2.525,0.009,5,5000,500,3,df3e3c0
phase1,1,16,151936,20,bfloat16,8,128,6.160,6.152,6.168,6.160,0.008,5,5000,500,3,df3e3c0
phase2,2,16,151936,20,bfloat16,8,128,6.173,6.166,6.180,6.173,0.006,5,5000,500,3,df3e3c0
phase3,3,16,151936,50,bfloat16,8,128,10.228,10.226,10.237,10.230,0.005,5,5000,500,3,df3e3c0
phase4,4,16,151936,50,bfloat16,8,128,10.236,10.229,10.246,10.237,0.008,5,5000,500,3,df3e3c0
phase5,5,16,151936,50,bfloat16,8,128,14.424,14.357,14.433,14.401,0.040,5,5000,500,3,df3e3c0
phase6,6,16,151936,50,bfloat16,8,128,22.526,22.524,22.527,22.526,0.002,5,5000,500,3,df3e3c0
phase7,7,16,151936,50,bfloat16,8,128,26.620,26.617,26.622,26.619,0.002,5,4399,439,3,df3e3c0
full,7,16,151936,50,bfloat16,8,128,26.633,26.630,26.639,26.634,0.004,5,4407,440,3,df3e3c0
noop,0,16,151936,50,bfloat16,8,128,2.533,2.522,2.538,2.531,0.007,5,5000,500,3,df3e3c0
phase1,1,16,151936,50,bfloat16,8,128,6.169,6.168,6.171,6.169,0.001,5,5000,500,3,df3e3c0
phase2,2,16,151936,50,bfloat16,8,128,6.173,6.170,6.177,6.173,0.003,5,5000,500,3,df3e3c0
phase3,3,16,151936,100,bfloat16,8,128,10.235,10.227,10.235,10.233,0.004,5,5000,500,3,df3e3c0
phase4,4,16,151936,100,bfloat16,8,128,10.237,10.226,10.246,10.235,0.009,5,5000,500,3,df3e3c0
phase5,5,16,151936,100,bfloat16,8,128,15.341,15.253,15.397,15.331,0.063,5,5000,500,3,df3e3c0
phase6,6,16,151936,100,bfloat16,8,128,26.618,26.616,26.621,26.619,0.002,5,4443,444,3,df3e3c0
phase7,7,16,151936,100,bfloat16,8,128,32.771,32.765,32.781,32.772,0.007,5,3600,360,3,df3e3c0
full,7,16,151936,100,bfloat16,8,128,32.953,32.929,32.968,32.950,0.017,5,3568,356,3,df3e3c0
noop,0,16,151936,100,bfloat16,8,128,2.518,2.508,2.523,2.517,0.007,5,5000,500,3,df3e3c0
phase1,1,16,151936,100,bfloat16,8,128,6.170,6.166,6.175,6.170,0.004,5,5000,500,3,df3e3c0
phase2,2,16,151936,100,bfloat16,8,128,6.171,6.169,6.179,6.173,0.004,5,5000,500,3,df3e3c0
phase3,3,32,151936,20,bfloat16,4,128,16.385,16.385,16.388,16.386,0.001,5,5000,500,3,df3e3c0
phase4,4,32,151936,20,bfloat16,4,128,16.388,16.381,16.389,16.387,0.004,5,5000,500,3,df3e3c0
phase5,5,32,151936,20,bfloat16,4,128,24.532,24.508,24.545,24.529,0.017,5,5000,500,3,df3e3c0
phase6,6,32,151936,20,bfloat16,4,128,28.671,28.665,28.672,28.670,0.003,5,4135,413,3,df3e3c0
phase7,7,32,151936,20,bfloat16,4,128,30.724,30.722,30.728,30.725,0.003,5,3861,386,3,df3e3c0
full,7,32,151936,20,bfloat16,4,128,30.729,30.726,30.731,30.729,0.002,5,3856,385,3,df3e3c0
noop,0,32,151936,20,bfloat16,4,128,2.508,2.501,2.518,2.509,0.008,5,5000,500,3,df3e3c0
phase1,1,32,151936,20,bfloat16,4,128,8.204,8.171,8.249,8.203,0.036,5,5000,500,3,df3e3c0
phase2,2,32,151936,20,bfloat16,4,128,8.357,8.264,8.388,8.339,0.058,5,5000,500,3,df3e3c0
phase3,3,32,151936,50,bfloat16,4,128,16.385,16.379,16.388,16.385,0.004,5,5000,500,3,df3e3c0
phase4,4,32,151936,50,bfloat16,4,128,16.390,16.389,16.407,16.394,0.009,5,5000,500,3,df3e3c0
phase5,5,32,151936,50,bfloat16,4,128,24.578,24.571,24.587,24.579,0.007,5,4973,497,3,df3e3c0
phase6,6,32,151936,50,bfloat16,4,128,29.575,29.543,29.601,29.569,0.027,5,4082,408,3,df3e3c0
phase7,7,32,151936,50,bfloat16,4,128,34.805,34.803,34.805,34.804,0.001,5,3407,340,3,df3e3c0
full,7,32,151936,50,bfloat16,4,128,34.736,34.730,34.745,34.737,0.007,5,3428,342,3,df3e3c0
noop,0,32,151936,50,bfloat16,4,128,2.518,2.508,2.522,2.517,0.007,5,5000,500,3,df3e3c0
phase1,1,32,151936,50,bfloat16,4,128,8.216,8.173,8.322,8.234,0.068,5,5000,500,3,df3e3c0
phase2,2,32,151936,50,bfloat16,4,128,8.403,8.211,8.408,8.329,0.106,5,5000,500,3,df3e3c0
phase3,3,32,151936,100,bfloat16,4,128,16.387,16.385,16.388,16.387,0.001,5,5000,500,3,df3e3c0
phase4,4,32,151936,100,bfloat16,4,128,16.396,16.387,16.397,16.394,0.005,5,5000,500,3,df3e3c0
phase5,5,32,151936,100,bfloat16,4,128,25.041,24.924,25.067,25.017,0.068,5,4804,480,3,df3e3c0
phase6,6,32,151936,100,bfloat16,4,128,32.498,32.493,32.528,32.505,0.016,5,3785,378,3,df3e3c0
phase7,7,32,151936,100,bfloat16,4,128,38.909,38.904,38.910,38.908,0.003,5,3053,305,3,df3e3c0
full,7,32,151936,100,bfloat16,4,128,38.371,38.363,38.395,38.376,0.015,5,3067,306,3,df3e3c0
noop,0,32,151936,100,bfloat16,4,128,2.536,2.520,2.545,2.533,0.011,5,5000,500,3,df3e3c0
phase1,1,32,151936,100,bfloat16,4,128,8.206,8.171,8.344,8.237,0.082,5,5000,500,3,df3e3c0
phase2,2,32,151936,100,bfloat16,4,128,8.283,8.219,8.443,8.318,0.110,5,5000,500,3,df3e3c0
phase4,4,1,151936,20,bfloat16,8,8,6.711,6.391,6.797,6.616,0.205,5,5000,500,4,df3e3c0
phase5,5,1,151936,20,bfloat16,8,8,10.246,10.233,10.268,10.248,0.015,5,5000,500,4,df3e3c0
phase6,6,1,151936,20,bfloat16,8,8,16.376,16.375,16.378,16.376,0.002,5,5000,500,4,df3e3c0
phase7,7,1,151936,20,bfloat16,8,8,20.467,20.465,20.468,20.467,0.001,5,5000,500,4,df3e3c0
full,7,1,151936,20,bfloat16,8,8,20.467,20.466,20.468,20.467,0.001,5,5000,500,4,df3e3c0
noop,0,1,151936,20,bfloat16,8,8,2.505,2.495,2.518,2.506,0.011,5,5000,500,4,df3e3c0
phase1,1,1,151936,20,bfloat16,8,8,4.131,4.118,4.136,4.128,0.009,5,5000,500,4,df3e3c0
phase2,2,1,151936,20,bfloat16,8,8,4.197,4.176,4.203,4.193,0.013,5,5000,500,4,df3e3c0
phase3,3,1,151936,20,bfloat16,8,8,6.407,6.222,6.415,6.359,0.100,5,5000,500,4,df3e3c0
phase4,4,1,151936,50,bfloat16,8,8,6.615,6.301,6.620,6.538,0.176,5,5000,500,4,df3e3c0
phase5,5,1,151936,50,bfloat16,8,8,10.281,10.261,10.285,10.277,0.012,5,5000,500,4,df3e3c0
phase6,6,1,151936,50,bfloat16,8,8,18.420,18.419,18.421,18.420,0.001,5,5000,500,4,df3e3c0
phase7,7,1,151936,50,bfloat16,8,8,22.512,22.511,22.513,22.512,0.001,5,5000,500,4,df3e3c0
full,7,1,151936,50,bfloat16,8,8,22.531,22.528,22.532,22.530,0.002,5,5000,500,4,df3e3c0
noop,0,1,151936,50,bfloat16,8,8,2.505,2.502,2.511,2.506,0.005,5,5000,500,4,df3e3c0
phase1,1,1,151936,50,bfloat16,8,8,4.138,4.113,4.147,4.132,0.016,5,5000,500,4,df3e3c0
phase2,2,1,151936,50,bfloat16,8,8,4.206,4.187,4.218,4.202,0.014,5,5000,500,4,df3e3c0
phase3,3,1,151936,50,bfloat16,8,8,6.455,6.230,6.468,6.397,0.121,5,5000,500,4,df3e3c0
phase4,4,1,151936,100,bfloat16,8,8,6.445,6.433,6.773,6.563,0.173,5,5000,500,4,df3e3c0
phase5,5,1,151936,100,bfloat16,8,8,10.666,10.609,10.670,10.653,0.033,5,5000,500,4,df3e3c0
phase6,6,1,151936,100,bfloat16,8,8,22.523,22.522,22.525,22.523,0.001,5,5000,500,4,df3e3c0
phase7,7,1,151936,100,bfloat16,8,8,28.664,28.663,28.668,28.665,0.003,5,4065,406,4,df3e3c0
full,7,1,151936,100,bfloat16,8,8,28.677,28.674,28.681,28.677,0.003,5,4004,400,4,df3e3c0
noop,0,1,151936,100,bfloat16,8,8,2.506,2.500,2.518,2.508,0.008,5,5000,500,4,df3e3c0
phase1,1,1,151936,100,bfloat16,8,8,4.132,4.114,4.137,4.128,0.010,5,5000,500,4,df3e3c0
phase2,2,1,151936,100,bfloat16,8,8,4.208,4.189,4.212,4.202,0.011,5,5000,500,4,df3e3c0
phase3,3,1,151936,100,bfloat16,8,8,6.436,6.189,6.458,6.348,0.139,5,5000,500,4,df3e3c0
phase4,4,4,151936,20,bfloat16,8,32,8.033,7.987,8.123,8.051,0.065,5,5000,500,4,df3e3c0
phase5,5,4,151936,20,bfloat16,8,32,10.261,10.255,10.266,10.260,0.005,5,5000,500,4,df3e3c0
phase6,6,4,151936,20,bfloat16,8,32,16.409,16.406,16.410,16.408,0.002,5,5000,500,4,df3e3c0
phase7,7,4,151936,20,bfloat16,8,32,20.471,20.470,20.474,20.472,0.002,5,5000,500,4,df3e3c0
full,7,4,151936,20,bfloat16,8,32,20.483,20.482,20.486,20.483,0.002,5,5000,500,4,df3e3c0
noop,0,4,151936,20,bfloat16,8,32,2.503,2.494,2.512,2.504,0.008,5,5000,500,4,df3e3c0
phase1,1,4,151936,20,bfloat16,8,32,4.140,4.134,4.146,4.139,0.005,5,5000,500,4,df3e3c0
phase2,2,4,151936,20,bfloat16,8,32,4.227,4.225,4.240,4.230,0.007,5,5000,500,4,df3e3c0
phase3,3,4,151936,20,bfloat16,8,32,6.590,6.534,6.592,6.576,0.031,5,5000,500,4,df3e3c0
phase4,4,4,151936,50,bfloat16,8,32,8.123,8.115,8.128,8.123,0.006,5,5000,500,4,df3e3c0
phase5,5,4,151936,50,bfloat16,8,32,10.968,10.664,10.977,10.892,0.167,5,5000,500,4,df3e3c0
phase6,6,4,151936,50,bfloat16,8,32,19.245,19.145,19.314,19.230,0.075,5,5000,500,4,df3e3c0
phase7,7,4,151936,50,bfloat16,8,32,23.260,22.927,23.275,23.136,0.183,5,4982,498,4,df3e3c0
full,7,4,151936,50,bfloat16,8,32,22.951,22.934,22.978,22.955,0.020,5,5000,500,4,df3e3c0
noop,0,4,151936,50,bfloat16,8,32,2.518,2.513,2.523,2.518,0.005,5,5000,500,4,df3e3c0
phase1,1,4,151936,50,bfloat16,8,32,4.141,4.134,4.149,4.141,0.007,5,5000,500,4,df3e3c0
phase2,2,4,151936,50,bfloat16,8,32,4.229,4.219,4.236,4.228,0.007,5,5000,500,4,df3e3c0
phase3,3,4,151936,50,bfloat16,8,32,6.589,6.268,6.591,6.509,0.179,5,5000,500,4,df3e3c0
phase4,4,4,151936,100,bfloat16,8,32,8.009,7.998,8.040,8.018,0.021,5,5000,500,4,df3e3c0
phase5,5,4,151936,100,bfloat16,8,32,12.283,12.274,12.284,12.281,0.005,5,5000,500,4,df3e3c0
phase6,6,4,151936,100,bfloat16,8,32,24.551,24.550,24.552,24.551,0.001,5,4849,484,4,df3e3c0
phase7,7,4,151936,100,bfloat16,8,32,30.701,30.700,30.703,30.701,0.002,5,3821,382,4,df3e3c0
full,7,4,151936,100,bfloat16,8,32,30.840,30.836,30.863,30.845,0.013,5,3768,376,4,df3e3c0
noop,0,4,151936,100,bfloat16,8,32,2.513,2.508,2.528,2.516,0.009,5,5000,500,4,df3e3c0
phase1,1,4,151936,100,bfloat16,8,32,4.139,4.135,4.143,4.139,0.004,5,5000,500,4,df3e3c0
phase2,2,4,151936,100,bfloat16,8,32,4.221,4.216,4.242,4.225,0.013,5,5000,500,4,df3e3c0
phase3,3,4,151936,100,bfloat16,8,32,6.587,6.527,6.591,6.573,0.034,5,5000,500,4,df3e3c0
phase4,4,8,151936,20,bfloat16,8,64,8.180,8.173,8.185,8.180,0.005,5,5000,500,4,df3e3c0
phase5,5,8,151936,20,bfloat16,8,64,10.364,10.332,10.386,10.361,0.023,5,5000,500,4,df3e3c0
phase6,6,8,151936,20,bfloat16,8,64,16.409,16.408,16.412,16.410,0.002,5,5000,500,4,df3e3c0
phase7,7,8,151936,20,bfloat16,8,64,20.472,20.471,20.474,20.473,0.001,5,5000,500,4,df3e3c0
full,7,8,151936,20,bfloat16,8,64,20.473,20.472,20.474,20.473,0.001,5,5000,500,4,df3e3c0
noop,0,8,151936,20,bfloat16,8,64,2.506,2.500,2.516,2.507,0.008,5,5000,500,4,df3e3c0
phase1,1,8,151936,20,bfloat16,8,64,4.144,4.140,4.146,4.144,0.003,5,5000,500,4,df3e3c0
phase2,2,8,151936,20,bfloat16,8,64,4.247,4.225,4.254,4.244,0.013,5,5000,500,4,df3e3c0
phase3,3,8,151936,20,bfloat16,8,64,6.597,6.530,6.602,6.581,0.037,5,5000,500,4,df3e3c0
phase4,4,8,151936,50,bfloat16,8,64,8.182,8.175,8.184,8.181,0.005,5,5000,500,4,df3e3c0
phase5,5,8,151936,50,bfloat16,8,64,10.665,10.328,10.667,10.571,0.176,5,5000,500,4,df3e3c0
phase6,6,8,151936,50,bfloat16,8,64,18.419,18.418,18.420,18.419,0.001,5,5000,500,4,df3e3c0
phase7,7,8,151936,50,bfloat16,8,64,22.512,22.511,22.512,22.512,0.000,5,5000,500,4,df3e3c0
full,7,8,151936,50,bfloat16,8,64,22.538,22.536,22.539,22.538,0.001,5,5000,500,4,df3e3c0
noop,0,8,151936,50,bfloat16,8,64,2.519,2.510,2.533,2.521,0.010,5,5000,500,4,df3e3c0
phase1,1,8,151936,50,bfloat16,8,64,4.146,4.137,4.157,4.146,0.008,5,5000,500,4,df3e3c0
phase2,2,8,151936,50,bfloat16,8,64,4.252,4.249,4.261,4.254,0.005,5,5000,500,4,df3e3c0
phase3,3,8,151936,50,bfloat16,8,64,6.594,6.409,6.596,6.548,0.103,5,5000,500,4,df3e3c0
phase4,4,8,151936,100,bfloat16,8,64,8.183,8.173,8.185,8.181,0.006,5,5000,500,4,df3e3c0
phase5,5,8,151936,100,bfloat16,8,64,12.107,12.064,12.118,12.096,0.024,5,5000,500,4,df3e3c0
phase6,6,8,151936,100,bfloat16,8,64,24.522,24.510,24.523,24.519,0.006,5,4854,485,4,df3e3c0
phase7,7,8,151936,100,bfloat16,8,64,30.695,30.693,30.709,30.698,0.008,5,3840,384,4,df3e3c0
full,7,8,151936,100,bfloat16,8,64,30.742,30.741,30.749,30.744,0.004,5,3753,375,4,df3e3c0
noop,0,8,151936,100,bfloat16,8,64,2.513,2.506,2.523,2.514,0.008,5,5000,500,4,df3e3c0
phase1,1,8,151936,100,bfloat16,8,64,4.140,4.134,4.155,4.143,0.009,5,5000,500,4,df3e3c0
phase2,2,8,151936,100,bfloat16,8,64,4.261,4.255,4.265,4.261,0.004,5,5000,500,4,df3e3c0
phase3,3,8,151936,100,bfloat16,8,64,6.522,6.199,6.606,6.426,0.208,5,5000,500,4,df3e3c0
phase4,4,16,151936,20,bfloat16,8,128,10.237,10.233,10.241,10.237,0.004,5,5000,500,4,df3e3c0
phase5,5,16,151936,20,bfloat16,8,128,14.339,14.337,14.340,14.339,0.001,5,5000,500,4,df3e3c0
phase6,6,16,151936,20,bfloat16,8,128,19.724,19.712,19.760,19.732,0.021,5,5000,500,4,df3e3c0
phase7,7,16,151936,20,bfloat16,8,128,23.091,23.070,23.121,23.094,0.022,5,5000,500,4,df3e3c0
full,7,16,151936,20,bfloat16,8,128,23.115,23.096,23.129,23.114,0.014,5,5000,500,4,df3e3c0
noop,0,16,151936,20,bfloat16,8,128,2.527,2.512,2.533,2.524,0.010,5,5000,500,4,df3e3c0
phase1,1,16,151936,20,bfloat16,8,128,6.167,6.161,6.171,6.166,0.004,5,5000,500,4,df3e3c0
phase2,2,16,151936,20,bfloat16,8,128,6.172,6.170,6.177,6.173,0.003,5,5000,500,4,df3e3c0
phase3,3,16,151936,20,bfloat16,8,128,10.238,10.227,10.239,10.235,0.006,5,5000,500,4,df3e3c0
phase4,4,16,151936,50,bfloat16,8,128,10.240,10.227,10.247,10.237,0.009,5,5000,500,4,df3e3c0
phase5,5,16,151936,50,bfloat16,8,128,14.372,14.367,14.374,14.371,0.003,5,5000,500,4,df3e3c0
phase6,6,16,151936,50,bfloat16,8,128,22.529,22.528,22.531,22.529,0.001,5,5000,500,4,df3e3c0
phase7,7,16,151936,50,bfloat16,8,128,26.622,26.621,26.623,26.622,0.001,5,4415,441,4,df3e3c0
full,7,16,151936,50,bfloat16,8,128,26.626,26.624,26.627,26.626,0.002,5,4401,440,4,df3e3c0
noop,0,16,151936,50,bfloat16,8,128,2.512,2.507,2.528,2.515,0.009,5,5000,500,4,df3e3c0
phase1,1,16,151936,50,bfloat16,8,128,6.169,6.167,6.192,6.175,0.013,5,5000,500,4,df3e3c0
phase2,2,16,151936,50,bfloat16,8,128,6.173,6.169,6.178,6.173,0.004,5,5000,500,4,df3e3c0
phase3,3,16,151936,50,bfloat16,8,128,10.235,10.226,10.239,10.233,0.006,5,5000,500,4,df3e3c0
phase4,4,16,151936,100,bfloat16,8,128,10.239,10.231,10.248,10.239,0.007,5,5000,500,4,df3e3c0
phase5,5,16,151936,100,bfloat16,8,128,15.543,15.473,15.560,15.528,0.041,5,5000,500,4,df3e3c0
phase6,6,16,151936,100,bfloat16,8,128,26.623,26.622,26.625,26.623,0.001,5,4454,445,4,df3e3c0
phase7,7,16,151936,100,bfloat16,8,128,32.803,32.794,32.816,32.803,0.009,5,3555,355,4,df3e3c0
full,7,16,151936,100,bfloat16,8,128,32.888,32.879,32.904,32.890,0.011,5,3593,359,4,df3e3c0
noop,0,16,151936,100,bfloat16,8,128,2.512,2.509,2.517,2.513,0.004,5,5000,500,4,df3e3c0
phase1,1,16,151936,100,bfloat16,8,128,6.172,6.171,6.177,6.174,0.003,5,5000,500,4,df3e3c0
phase2,2,16,151936,100,bfloat16,8,128,6.174,6.168,6.177,6.173,0.004,5,5000,500,4,df3e3c0
phase3,3,16,151936,100,bfloat16,8,128,10.227,10.226,10.237,10.230,0.005,5,5000,500,4,df3e3c0
phase4,4,32,151936,20,bfloat16,4,128,16.389,16.386,16.391,16.389,0.002,5,5000,500,4,df3e3c0
phase5,5,32,151936,20,bfloat16,4,128,24.417,24.405,24.428,24.418,0.010,5,5000,500,4,df3e3c0
phase6,6,32,151936,20,bfloat16,4,128,28.671,28.670,28.673,28.671,0.001,5,4126,412,4,df3e3c0
phase7,7,32,151936,20,bfloat16,4,128,30.714,30.714,30.717,30.715,0.001,5,3869,386,4,df3e3c0
full,7,32,151936,20,bfloat16,4,128,30.714,30.713,30.716,30.714,0.001,5,3855,385,4,df3e3c0
noop,0,32,151936,20,bfloat16,4,128,2.521,2.513,2.530,2.521,0.008,5,5000,500,4,df3e3c0
phase1,1,32,151936,20,bfloat16,4,128,8.201,8.181,8.314,8.233,0.062,5,5000,500,4,df3e3c0
phase2,2,32,151936,20,bfloat16,4,128,8.395,8.224,8.402,8.334,0.090,5,5000,500,4,df3e3c0
phase3,3,32,151936,20,bfloat16,4,128,16.385,16.379,16.405,16.389,0.012,5,5000,500,4,df3e3c0
phase4,4,32,151936,50,bfloat16,4,128,16.392,16.385,16.393,16.390,0.004,5,5000,500,4,df3e3c0
phase5,5,32,151936,50,bfloat16,4,128,24.592,24.588,24.595,24.592,0.003,5,4974,497,4,df3e3c0
phase6,6,32,151936,50,bfloat16,4,128,29.868,29.821,29.898,29.865,0.034,5,4103,410,4,df3e3c0
phase7,7,32,151936,50,bfloat16,4,128,34.812,34.812,34.815,34.813,0.002,5,3411,341,4,df3e3c0
full,7,32,151936,50,bfloat16,4,128,34.794,34.793,34.799,34.796,0.003,5,3402,340,4,df3e3c0
noop,0,32,151936,50,bfloat16,4,128,2.510,2.496,2.523,2.509,0.012,5,5000,500,4,df3e3c0
phase1,1,32,151936,50,bfloat16,4,128,8.205,8.173,8.320,8.232,0.068,5,5000,500,4,df3e3c0
phase2,2,32,151936,50,bfloat16,4,128,8.216,8.213,8.412,8.293,0.107,5,5000,500,4,df3e3c0
phase3,3,32,151936,50,bfloat16,4,128,16.386,16.380,16.388,16.385,0.004,5,5000,500,4,df3e3c0
phase4,4,32,151936,100,bfloat16,4,128,16.395,16.387,16.398,16.394,0.005,5,5000,500,4,df3e3c0
phase5,5,32,151936,100,bfloat16,4,128,25.371,25.333,25.375,25.362,0.021,5,4826,482,4,df3e3c0
phase6,6,32,151936,100,bfloat16,4,128,32.667,32.653,32.680,32.668,0.012,5,3738,373,4,df3e3c0
phase7,7,32,151936,100,bfloat16,4,128,38.947,38.946,38.954,38.949,0.004,5,3058,305,4,df3e3c0
full,7,32,151936,100,bfloat16,4,128,38.514,38.492,38.539,38.515,0.021,5,3105,310,4,df3e3c0
noop,0,32,151936,100,bfloat16,4,128,2.517,2.509,2.531,2.519,0.010,5,5000,500,4,df3e3c0
phase1,1,32,151936,100,bfloat16,4,128,8.204,8.170,8.277,8.210,0.051,5,5000,500,4,df3e3c0
phase2,2,32,151936,100,bfloat16,4,128,8.430,8.231,8.464,8.369,0.111,5,5000,500,4,df3e3c0
phase3,3,32,151936,100,bfloat16,4,128,16.389,16.381,16.390,16.387,0.005,5,5000,500,4,df3e3c0
phase5,5,1,151936,20,bfloat16,8,8,10.260,10.259,10.267,10.261,0.004,5,5000,500,5,df3e3c0
phase6,6,1,151936,20,bfloat16,8,8,16.408,16.406,16.409,16.408,0.002,5,5000,500,5,df3e3c0
phase7,7,1,151936,20,bfloat16,8,8,18.588,18.579,18.605,18.591,0.011,5,5000,500,5,df3e3c0
full,7,1,151936,20,bfloat16,8,8,19.842,19.831,19.868,19.848,0.018,5,5000,500,5,df3e3c0
noop,0,1,151936,20,bfloat16,8,8,2.510,2.503,2.515,2.509,0.006,5,5000,500,5,df3e3c0
phase1,1,1,151936,20,bfloat16,8,8,4.136,4.123,4.145,4.133,0.010,5,5000,500,5,df3e3c0
phase2,2,1,151936,20,bfloat16,8,8,4.202,4.196,4.215,4.204,0.008,5,5000,500,5,df3e3c0
phase3,3,1,151936,20,bfloat16,8,8,6.469,6.428,6.481,6.462,0.026,5,5000,500,5,df3e3c0
phase4,4,1,151936,20,bfloat16,8,8,6.605,6.272,6.612,6.513,0.174,5,5000,500,5,df3e3c0
phase5,5,1,151936,50,bfloat16,8,8,10.274,10.267,10.276,10.272,0.004,5,5000,500,5,df3e3c0
phase6,6,1,151936,50,bfloat16,8,8,18.421,18.420,18.425,18.422,0.002,5,5000,500,5,df3e3c0
phase7,7,1,151936,50,bfloat16,8,8,22.515,22.513,22.516,22.514,0.001,5,5000,500,5,df3e3c0
full,7,1,151936,50,bfloat16,8,8,22.516,22.515,22.517,22.516,0.001,5,5000,500,5,df3e3c0
noop,0,1,151936,50,bfloat16,8,8,2.516,2.509,2.530,2.519,0.010,5,5000,500,5,df3e3c0
phase1,1,1,151936,50,bfloat16,8,8,4.122,4.101,4.145,4.123,0.019,5,5000,500,5,df3e3c0
phase2,2,1,151936,50,bfloat16,8,8,4.195,4.177,4.198,4.190,0.010,5,5000,500,5,df3e3c0
phase3,3,1,151936,50,bfloat16,8,8,6.469,6.430,6.479,6.462,0.024,5,5000,500,5,df3e3c0
phase4,4,1,151936,50,bfloat16,8,8,6.622,6.568,6.631,6.611,0.032,5,5000,500,5,df3e3c0
phase5,5,1,151936,100,bfloat16,8,8,11.763,11.648,11.782,11.723,0.068,5,5000,500,5,df3e3c0
phase6,6,1,151936,100,bfloat16,8,8,23.917,23.905,23.923,23.917,0.009,5,4982,498,5,df3e3c0
phase7,7,1,151936,100,bfloat16,8,8,28.058,28.045,28.328,28.123,0.151,5,4236,423,5,df3e3c0
full,7,1,151936,100,bfloat16,8,8,28.549,28.496,28.813,28.609,0.149,5,4097,409,5,df3e3c0
noop,0,1,151936,100,bfloat16,8,8,2.526,2.513,2.539,2.525,0.012,5,5000,500,5,df3e3c0
phase1,1,1,151936,100,bfloat16,8,8,4.135,4.134,4.139,4.136,0.002,5,5000,500,5,df3e3c0
phase2,2,1,151936,100,bfloat16,8,8,4.188,4.186,4.197,4.190,0.005,5,5000,500,5,df3e3c0
phase3,3,1,151936,100,bfloat16,8,8,6.367,6.342,6.373,6.362,0.015,5,5000,500,5,df3e3c0
phase4,4,1,151936,100,bfloat16,8,8,6.605,6.553,6.608,6.592,0.029,5,5000,500,5,df3e3c0
phase5,5,4,151936,20,bfloat16,8,32,10.261,10.259,10.267,10.262,0.004,5,5000,500,5,df3e3c0
phase6,6,4,151936,20,bfloat16,8,32,16.407,16.404,16.408,16.406,0.002,5,5000,500,5,df3e3c0
phase7,7,4,151936,20,bfloat16,8,32,20.471,20.470,20.476,20.472,0.003,5,5000,500,5,df3e3c0
full,7,4,151936,20,bfloat16,8,32,20.473,20.472,20.476,20.474,0.002,5,5000,500,5,df3e3c0
noop,0,4,151936,20,bfloat16,8,32,2.521,2.515,2.528,2.522,0.006,5,5000,500,5,df3e3c0
